"股票代碼","名稱","差額(仟元)","買進","賣出","外資","投信","自營商"
"2881","富邦金","140,240","玉山-城中: 1709 										 										美商高盛: 12520 										 										統一-台中: 1081 										 										瑞士信貸: 20390 										 										統一-敦南: 1408 										 										永豐金-中正: 830 										 										國票-長城: 2218 										 										台新-高雄: 1423 										 										摩根大通: 96772 										 										台灣匯立證券: 28394 										 										兆豐-忠孝: 2371 										 										元大-竹科: 1929 										 										玉山-雙和: 965","港商麥格理: -74 										 										凱基-松山: -1408 										 										新加坡商瑞銀: -21294 										 										富邦-台北: -3227 										 										新光-新竹: -5767","2","2","-1"
"6488","環球晶","132,953","美商高盛: 72755 										 										瑞士信貸: 27296 										 										港商麥格理: 9519 										 										中國信託-忠孝: 1024 										 										永豐金-中正: 928 										 										凱基-松山: 14760 										 										摩根大通: 52045 										 										新加坡商瑞銀: 18359","兆豐-中壢: -875 										 										統一-台中: -862 										 										統一-敦南: -867 										 										國票-長城: -862 										 										(牛牛牛)亞-鑫豐: -1734 										 										台灣匯立證券: -58533","1","-2","-6"
"2890","永豐金","130,777","美商高盛: 15434 										 										瑞士信貸: 27564 										 										(牛牛牛)亞-網路: 644 										 										台新-高雄: 3619 										 										摩根大通: 66807 										 										新加坡商瑞銀: 22046","台灣匯立證券: -69 										 										新光-新竹: -5268","2","0","-1"
"3189","景碩","112,218","兆豐-中壢: 362 										 										美商高盛: 22317 										 										統一-台中: 836 										 										瑞士信貸: 40302 										 										統一-敦南: 1071 										 										永豐金-板橋: 834 										 										(牛牛牛)亞-網路: 708 										 										摩根大通: 32879 										 										新光-新竹: 12771 										 										玉山-雙和: 852 										 										凱基-大安: 364","國票-長城: -1078","-2","-2","-5"
"8436","大江","98,242","摩根大通: 96026 										 										台灣匯立證券: 5797","凱基-松山: -1909 										 										元大-竹科: -1672","4","0","-1"
"8454","富邦媒","96,847","港商麥格理: 205985 										 										摩根大通: 49915","瑞士信貸: -81985 										 										中國信託-忠孝: -1380 										 										(牛牛牛)亞-鑫豐: -6939 										 										新加坡商瑞銀: -66045 										 										富邦-台北: -2704","1","1","6"
"1101","台泥","95,499","康和-澎湖: 416 										 										瑞士信貸: 98764 										 										摩根大通: 34734","台新-高雄: -1388 										 										新加坡商瑞銀: -36890 										 										台灣匯立證券: -137","2","-6","1"
"6257","矽格","94,412","美商高盛: 11346 										 										摩根大通: 67072 										 										新加坡商瑞銀: 15994","","4","0","-1"
"6456","GIS-KY","77,397","瑞士信貸: 9935 										 										凱基-松山: 743 										 										(牛牛牛)亞-網路: 4124 										 										台灣匯立證券: 68293","中國信託-忠孝: -5698","1","0","-1"
"2308","台達電","73,500","港商麥格理: 5930 										 										台灣匯立證券: 141603","美商高盛: -19483 										 										瑞士信貸: -18402 										 										新加坡商瑞銀: -36148","2","1","2"
"8938","明安","72,500","美商高盛: 15199 										 										永豐金-板橋: 539 										 										(牛牛牛)亞-網路: 762 										 										摩根大通: 67044","兆豐-中壢: -255 										 										統一-台中: -1436 										 										國票-長城: -3557 										 										富邦-台北: -5541 										 										凱基-大安: -255","1","7","1"
"8046","南電","72,037","康和-澎湖: 697 										 										玉山-城中: 1125 										 										中國信託-忠孝: 1348 										 										凱基-松山: 799 										 										台新-高雄: 18851 										 										摩根大通: 115256 										 										新加坡商瑞銀: 15967 										 										兆豐-忠孝: 1062 										 										凱基-大安: 741","美商高盛: -34148 										 										瑞士信貸: -36019 										 										統一-敦南: -679 										 										中國信託-嘉義: -346 										 										新光-新竹: -12617","1","-1","2"
"1605","華新","69,702","美商高盛: 17412 										 										港商麥格理: 4839 										 										凱基-松山: 864 										 										台新-高雄: 1762 										 										新加坡商瑞銀: 45328 										 										凱基-大安: 259","康和-澎湖: -262 										 										(牛牛牛)亞-網路: -500","3","0","2"
"1102","亞泥","69,417","永豐金-中正: 962 										 										永豐金-板橋: 757 										 										台灣匯立證券: 67698","","9","-5","8"
"2314","台揚","68,468","美商高盛: 26553 										 										瑞士信貸: 21703 										 										統一-敦南: 1820 										 										永豐金-中正: 4650 										 										國票-長城: 3355 										 										台新-高雄: 1537 										 										新加坡商瑞銀: 11545","凱基-松山: -552 										 										兆豐-忠孝: -1344 										 										玉山-雙和: -799","4","-1","1"
"3006","晶豪科","68,118","康和-澎湖: 1190 										 										永豐金-中正: 4378 										 										國票-長城: 24928 										 										(牛牛牛)亞-網路: 1560 										 										摩根大通: 27724 										 										新加坡商瑞銀: 24335 										 										富邦-台北: 2876 										 										兆豐-忠孝: 677 										 										元大-竹科: 1075","美商高盛: -9713 										 										永豐金-板橋: -659 										 										富邦-板橋: -2104 										 										中國信託-嘉義: -1341 										 										新光-新竹: -4371 										 										玉山-雙和: -2437","1","-5","2"
"2449","京元電子","65,174","瑞士信貸: 51527 										 										台灣匯立證券: 8502 										 										凱基-大安: 6808","港商麥格理: -342 										 										永豐金-板橋: -1321","3","-5","3"
"3714","富采","64,174","美商高盛: 24876 										 										新加坡商瑞銀: 40591","國票-長城: -913 										 										凱基-大安: -380","2","0","2"
"2049","上銀","61,678","瑞士信貸: 60479 										 										元大-竹科: 1199","","-1","3","-1"
"2637","慧洋-KY","61,165","兆豐-中壢: 710 										 										康和-澎湖: 7840 										 										瑞士信貸: 17410 										 										摩根大通: 31058 										 										新加坡商瑞銀: 25912 										 										日盛-景美: 1100","玉山-城中: -4677 										 										統一-台中: -2692 										 										中國信託-忠孝: -2262 										 										永豐金-板橋: -1741 										 										富邦-台北: -7806 										 										玉山-雙和: -3407 										 										凱基-大安: -280","2","-2","1"
"5608","四維航","60,514","美商高盛: 59990 										 										統一-台中: 1458 										 										(牛牛牛)亞-網路: 1853 										 										摩根大通: 68299 										 										富邦-台北: 7706","康和-澎湖: -27558 										 										玉山-城中: -3846 										 										統一-敦南: -673 										 										中國信託-忠孝: -1369 										 										國票-長城: -848 										 										永豐金-板橋: -698 										 										富邦-板橋: -5879 										 										凱基-松山: -2684 										 										(牛牛牛)亞-鑫豐: -16993 										 										台新-高雄: -5638 										 										兆豐-忠孝: -1410 										 										新光-新竹: -5246 										 										日盛-景美: -1324 										 										元大-竹科: -912 										 										玉山-雙和: -3121 										 										凱基-大安: -593","1","0","0"
"00633","L富邦上証正2","55,401","統一-台中: 1424 										 										統一-敦南: 7190 										 										國票-長城: 795 										 										(牛牛牛)亞-鑫豐: 11507 										 										台新-高雄: 1776 										 										新光-新竹: 32709","","None","None","None"
"6239","力成","54,695","港商麥格理: 42992 										 										(牛牛牛)亞-網路: 963 										 										新加坡商瑞銀: 21797","玉山-城中: -1075 										 										富邦-板橋: -2571 										 										台新-高雄: -6342 										 										中國信託-嘉義: -1069","2","-3","2"
"8086","宏捷科","52,763","中國信託-忠孝: 1499 										 										國票-長城: 66688 										 										富邦-台北: 2834 										 										元大-竹科: 1513 										 										凱基-大安: 746","康和-澎湖: -306 										 										瑞士信貸: -20211","-2","3","-1"
"00637","L元大滬深300正2","52,252","統一-台中: 2861 										 										統一-敦南: 1481 										 										中國信託-忠孝: 1337 										 										永豐金-中正: 3946 										 										永豐金-板橋: 1198 										 										(牛牛牛)亞-網路: 1710 										 										(牛牛牛)亞-鑫豐: 13208 										 										台新-高雄: 4377 										 										富邦-台北: 4243 										 										兆豐-忠孝: 8936 										 										新光-新竹: 1968 										 										日盛-景美: 2410 										 										元大-竹科: 1933 										 										玉山-雙和: 2644","","None","None","None"
"5347","世界","52,054","瑞士信貸: 15498 										 										中國信託-忠孝: 944 										 										摩根大通: 39727","(牛牛牛)亞-網路: -826 										 										兆豐-忠孝: -1178 										 										日盛-景美: -2111","1","5","2"
"5483","中美晶","50,307","玉山-城中: 1947 										 										瑞士信貸: 21288 										 										統一-敦南: 9007 										 										中國信託-忠孝: 2536 										 										永豐金-中正: 2413 										 										摩根大通: 42551","兆豐-中壢: -542 										 										台新-高雄: -2358 										 										台灣匯立證券: -25221 										 										元大-竹科: -1314","1","9","-2"
"1312","國喬","45,502","美商高盛: 16437 										 										瑞士信貸: 32485 										 										永豐金-板橋: 3485 										 										(牛牛牛)亞-網路: 926 										 										摩根大通: 26280","統一-台中: -1321 										 										統一-敦南: -721 										 										港商麥格理: -360 										 										永豐金-中正: -4481 										 										國票-長城: -4972 										 										(牛牛牛)亞-鑫豐: -13081 										 										台新-高雄: -4581 										 										中國信託-嘉義: -719 										 										兆豐-忠孝: -3875","3","0","1"
"6582","申豐","42,234","瑞士信貸: 13573 										 										摩根大通: 28912 										 										新加坡商瑞銀: 13019","永豐金-中正: -1190 										 										(牛牛牛)亞-鑫豐: -3853 										 										台新-高雄: -4389 										 										富邦-台北: -1774 										 										日盛-景美: -2064","2","0","1"
"1216","統一","41,959","美商高盛: 20034 										 										港商麥格理: 14807 										 										台灣匯立證券: 27098","玉山-城中: -3928 										 										瑞士信貸: -16052","1","2","2"
"6129","普誠","41,586","永豐金-板橋: 596 										 										(牛牛牛)亞-網路: 677 										 										摩根大通: 26847 										 										元大-竹科: 23318","康和-澎湖: -211 										 										統一-台中: -2417 										 										中國信託-忠孝: -1450 										 										富邦-板橋: -1822 										 										凱基-松山: -954 										 										新光-新竹: -2998","1","0","0"
"2345","智邦","40,897","美商高盛: 16567 										 										新加坡商瑞銀: 90483 										 										兆豐-忠孝: 2950","玉山-城中: -948 										 										摩根大通: -68155","-1","-2","0"
"4976","佳凌","40,246","兆豐-中壢: 444 										 										玉山-城中: 7079 										 										中國信託-忠孝: 2010 										 										台新-高雄: 1838 										 										摩根大通: 33482 										 										元大-竹科: 1285","統一-台中: -1989 										 										永豐金-中正: -1401 										 										凱基-松山: -607 										 										玉山-雙和: -1895","-3","0","1"
"2891","中信金","38,600","瑞士信貸: 19252 										 										港商麥格理: 23 										 										台灣匯立證券: 19325","","2","2","-1"
"3305","昇貿","38,159","國票-長城: 5596 										 										(牛牛牛)亞-鑫豐: 1432 										 										台新-高雄: 1574 										 										摩根大通: 30839","富邦-板橋: -1282","1","0","-1"
"6509","聚和","38,030","統一-敦南: 691 										 										摩根大通: 31427 										 										富邦-台北: 5577 										 										日盛-景美: 4376","(牛牛牛)亞-鑫豐: -4041","1","0","2"
"2390","云辰","37,435","統一-台中: 3688 										 										永豐金-中正: 32253 										 										(牛牛牛)亞-網路: 1195 										 										台新-高雄: 2012","玉山-雙和: -1456 										 										凱基-大安: -257","-1","0","0"
"2408","南亞科","36,643","兆豐-中壢: 235 										 										統一-台中: 778 										 										瑞士信貸: 69382 										 										港商麥格理: 28140 										 										凱基-松山: 881 										 										富邦-台北: 2851","統一-敦南: -1028 										 										摩根大通: -64596","2","-5","-1"
"3406","玉晶光","32,686","康和-澎湖: 560 										 										美商高盛: 86280 										 										中國信託-忠孝: 3105 										 										新光-新竹: 3124","兆豐-中壢: -512 										 										統一-台中: -1045 										 										統一-敦南: -7252 										 										國票-長城: -4198 										 										富邦-板橋: -2065 										 										凱基-松山: -3104 										 										(牛牛牛)亞-鑫豐: -2063 										 										摩根大通: -38478 										 										富邦-台北: -1666","6","2","-1"
"6223","旺矽","31,271","美商高盛: 36558 										 										國票-長城: 6754","統一-敦南: -1095 										 										富邦-板橋: -2425 										 										(牛牛牛)亞-網路: -740 										 										中國信託-嘉義: -2335 										 										兆豐-忠孝: -3078 										 										新光-新竹: -1379 										 										元大-竹科: -989","1","3","1"
"2474","可成","31,056","港商麥格理: 3590 										 										(牛牛牛)亞-鑫豐: 7529 										 										摩根大通: 79681 										 										元大-竹科: 1975 										 										玉山-雙和: 896","台灣匯立證券: -62615","1","2","2"
"9910","豐泰","30,811","新加坡商瑞銀: 27514 										 										台灣匯立證券: 3297","","3","-1","2"
"2441","超豐","30,636","新加坡商瑞銀: 65456","摩根大通: -34820","2","-3","-1"
"1513","中興電","27,654","美商高盛: 29148","永豐金-板橋: -1494","2","-1","-1"
"3324","雙鴻","27,312","新加坡商瑞銀: 27312","","2","0","-1"
"6269","台郡","25,193","美商高盛: 17879 										 										台新-高雄: 1805 										 										摩根大通: 28363","港商麥格理: -486 										 										富邦-台北: -5321 										 										台灣匯立證券: -17047","3","3","-1"
"2354","鴻準","25,121","瑞士信貸: 30637 										 										港商麥格理: 4478 										 										摩根大通: 18958","新加坡商瑞銀: -28109 										 										中國信託-嘉義: -648 										 										凱基-大安: -195","2","0","-1"
"6409","旭隼","24,295","瑞士信貸: 14085 										 										港商麥格理: 11500","永豐金-板橋: -1290","18","0","0"
"2393","億光","24,278","新加坡商瑞銀: 26539 										 										兆豐-忠孝: 2810","統一-台中: -878 										 										富邦-板橋: -2199 										 										新光-新竹: -1994","13","2","-1"
"2912","統一超","24,067","康和-澎湖: 264 										 										台灣匯立證券: 24068","兆豐-中壢: -265","-2","2","0"
"2607","榮運","22,882","瑞士信貸: 22234 										 										元大-竹科: 7695","凱基-松山: -692 										 										日盛-景美: -6147 										 										凱基-大安: -208","3","0","1"
"3023","信邦","22,087","統一-台中: 804 										 										港商麥格理: 13037 										 										凱基-松山: 1063 										 										台灣匯立證券: 7183","","-1","-3","-1"
"3260","威剛","22,084","玉山-城中: 3503 										 										港商麥格理: 20295 										 										永豐金-中正: 7163 										 										國票-長城: 2087 										 										永豐金-板橋: 870 										 										富邦-板橋: 2527 										 										(牛牛牛)亞-網路: 780 										 										(牛牛牛)亞-鑫豐: 2836 										 										中國信託-嘉義: 383 										 										新光-新竹: 2792","新加坡商瑞銀: -19712 										 										日盛-景美: -1440","-4","-1","1"
"1598","岱宇","21,538","新加坡商瑞銀: 19258 										 										兆豐-忠孝: 2280","","1","0","1"
"3545","敦泰","21,063","永豐金-中正: 18095 										 										富邦-板橋: 4753 										 										台新-高雄: 5684 										 										摩根大通: 26749 										 										富邦-台北: 11859 										 										凱基-大安: 13708","兆豐-中壢: -1202 										 										玉山-城中: -3532 										 										統一-敦南: -6216 										 										中國信託-忠孝: -7413 										 										永豐金-板橋: -2838 										 										凱基-松山: -3648 										 										(牛牛牛)亞-網路: -1281 										 										(牛牛牛)亞-鑫豐: -3349 										 										兆豐-忠孝: -21539 										 										新光-新竹: -7152 										 										日盛-景美: -1615","-2","-2","1"
"3413","京鼎","21,044","瑞士信貸: 25552 										 										台新-高雄: 2636","兆豐-中壢: -477 										 										(牛牛牛)亞-網路: -708 										 										富邦-台北: -3079 										 										中國信託-嘉義: -482 										 										兆豐-忠孝: -2398","3","6","-1"
"8081","致新","20,616","(牛牛牛)亞-鑫豐: 2120 										 										摩根大通: 21318 										 										新光-新竹: 3736","永豐金-中正: -1179 										 										台新-高雄: -1405 										 										富邦-台北: -1871 										 										元大-竹科: -2103","1","-1","-1"
"2208","台船","20,213","統一-敦南: 833 										 										凱基-松山: 744 										 										元大-竹科: 19402","統一-台中: -766","2","0","2"
