"股票代碼","名稱","差額(仟元)","買進","賣出","外資","投信","自營商"
"2002","中鋼","200,023","兆豐-中壢: 220 										 										玉山-城中: 977 										 										美商高盛: 111811 										 										統一-台中: 1835 										 										瑞士信貸: 79492 										 										港商麥格理: 13173 										 										永豐金-中正: 2443 										 										(牛牛牛)亞-網路: 1575 										 										台新-高雄: 8418 										 										摩根大通: 30640 										 										富邦-台北: 9301 										 										兆豐-忠孝: 1442 										 										凱基-大安: 23449","統一-敦南: -1056 										 										中國信託-忠孝: -8600 										 										新加坡商瑞銀: -67315 										 										新光-新竹: -5554 										 										元大-竹科: -2228","1","-3","1"
"2408","南亞科","188,975","瑞士信貸: 104780 										 										摩根大通: 36973 										 										新加坡商瑞銀: 43291 										 										台灣匯立證券: 25914","兆豐-中壢: -158 										 										玉山-城中: -4200 										 										統一-台中: -1024 										 										富邦-板橋: -1263 										 										新光-新竹: -11618 										 										日盛-景美: -3720","1","-4","1"
"1802","台玻","184,702","美商高盛: 11935 										 										中國信託-忠孝: 1686 										 										摩根大通: 103501 										 										新加坡商瑞銀: 70270 										 										中國信託-嘉義: 644 										 										元大-竹科: 1701 										 										凱基-大安: 359","兆豐-中壢: -269 										 										台新-高雄: -4107 										 										日盛-景美: -1018","3","-2","-2"
"2379","瑞昱","179,521","美商高盛: 12748 										 										瑞士信貸: 60062 										 										(牛牛牛)亞-網路: 1030 										 										摩根大通: 87169 										 										新加坡商瑞銀: 23353 										 										中國信託-嘉義: 517 										 										台灣匯立證券: 9660","玉山-城中: -2360 										 										統一-台中: -1542 										 										統一-敦南: -1028 										 										港商麥格理: -1742 										 										中國信託-忠孝: -2109 										 										永豐金-中正: -2065 										 										富邦-板橋: -2076 										 										日盛-景美: -1590 										 										凱基-大安: -506","1","6","1"
"4919","新唐","179,072","玉山-城中: 4854 										 										美商高盛: 14130 										 										摩根大通: 222523 										 										凱基-大安: 731","康和-澎湖: -1102 										 										統一-台中: -1405 										 										統一-敦南: -8019 										 										中國信託-忠孝: -2179 										 										富邦-板橋: -1886 										 										新加坡商瑞銀: -21395 										 										兆豐-忠孝: -17962 										 										新光-新竹: -5078 										 										日盛-景美: -1263 										 										玉山-雙和: -2877","1","1","2"
"3008","大立光","176,884","凱基-松山: 1163 										 										摩根大通: 345299 										 										台灣匯立證券: 27085","瑞士信貸: -154676 										 										統一-敦南: -891 										 										港商麥格理: -2971 										 										中國信託-忠孝: -6845 										 										(牛牛牛)亞-鑫豐: -3499 										 										台新-高雄: -3167 										 										富邦-台北: -6052 										 										兆豐-忠孝: -3097 										 										玉山-雙和: -15465","1","-2","2"
"6589","台康生技","176,143","美商高盛: 13090 										 										統一-台中: 4906 										 										統一-敦南: 6758 										 										中國信託-忠孝: 1561 										 										摩根大通: 189883 										 										元大-竹科: 37429","兆豐-中壢: -747 										 										康和-澎湖: -352 										 										玉山-城中: -9936 										 										永豐金-中正: -4891 										 										國票-長城: -2093 										 										永豐金-板橋: -1581 										 										富邦-板橋: -6007 										 										凱基-松山: -1873 										 										(牛牛牛)亞-網路: -1148 										 										(牛牛牛)亞-鑫豐: -1993 										 										台新-高雄: -5438 										 										新加坡商瑞銀: -13841 										 										富邦-台北: -8294 										 										中國信託-嘉義: -2462 										 										兆豐-忠孝: -1679 										 										新光-新竹: -10320 										 										日盛-景美: -1851 										 										玉山-雙和: -2273 										 										凱基-大安: -705","2","0","-1"
"2882","國泰金","169,460","美商高盛: 38415 										 										凱基-松山: 1750 										 										新加坡商瑞銀: 30167 										 										台灣匯立證券: 106870","港商麥格理: -4530 										 										永豐金-板橋: -800 										 										(牛牛牛)亞-鑫豐: -1920 										 										中國信託-嘉義: -492","1","1","-1"
"3552","同致","146,050","玉山-城中: 1026 										 										美商高盛: 12867 										 										瑞士信貸: 20162 										 										(牛牛牛)亞-網路: 3117 										 										(牛牛牛)亞-鑫豐: 3336 										 										摩根大通: 40378 										 										新加坡商瑞銀: 77561","統一-敦南: -1081 										 										永豐金-板橋: -3082 										 										台新-高雄: -3943 										 										中國信託-嘉義: -1028 										 										元大-竹科: -2864 										 										凱基-大安: -399","2","0","2"
"1605","華新","132,871","美商高盛: 26470 										 										瑞士信貸: 49130 										 										(牛牛牛)亞-鑫豐: 7252 										 										摩根大通: 31000 										 										新加坡商瑞銀: 30049","富邦-台北: -8787 										 										元大-竹科: -1807 										 										凱基-大安: -436","2","0","1"
"2393","億光","120,616","瑞士信貸: 56394 										 										摩根大通: 44318 										 										新加坡商瑞銀: 34620","(牛牛牛)亞-網路: -883 										 										(牛牛牛)亞-鑫豐: -13538 										 										凱基-大安: -295","12","1","1"
"6415","矽力-KY","120,550","美商高盛: 102909 										 										港商麥格理: 326 										 										凱基-松山: 3240 										 										摩根大通: 75250 										 										新加坡商瑞銀: 19850","台新-高雄: -6490 										 										台灣匯立證券: -74535","-6","-2","1"
"8436","大江","120,279","兆豐-中壢: 240 										 										富邦-板橋: 1250 										 										摩根大通: 106887 										 										新加坡商瑞銀: 21872 										 										中國信託-嘉義: 710","永豐金-中正: -1607 										 										(牛牛牛)亞-網路: -947 										 										台新-高雄: -5505 										 										元大-竹科: -2621","3","-3","2"
"3406","玉晶光","117,495","美商高盛: 28415 										 										瑞士信貸: 37038 										 										港商麥格理: 7299 										 										國票-長城: 2068 										 										摩根大通: 63167 										 										新加坡商瑞銀: 72796 										 										富邦-台北: 1898","玉山-城中: -65020 										 										統一-敦南: -3105 										 										中國信託-忠孝: -1148 										 										永豐金-中正: -2103 										 										永豐金-板橋: -1200 										 										凱基-松山: -3081 										 										(牛牛牛)亞-鑫豐: -2046 										 										台新-高雄: -2808 										 										中國信託-嘉義: -513 										 										兆豐-忠孝: -1554 										 										新光-新竹: -1454 										 										日盛-景美: -2054 										 										元大-竹科: -2971 										 										玉山-雙和: -6129","5","1","1"
"8299","群聯","115,814","美商高盛: 119082 										 										統一-台中: 982 										 										統一-敦南: 971 										 										(牛牛牛)亞-網路: 969 										 										摩根大通: 27254 										 										新光-新竹: 2016","康和-澎湖: -486 										 										中國信託-忠孝: -2440 										 										國票-長城: -5822 										 										凱基-松山: -6381 										 										台新-高雄: -1893 										 										新加坡商瑞銀: -14106 										 										富邦-台北: -1893 										 										元大-竹科: -1508 										 										玉山-雙和: -931","3","1","1"
"2606","裕民","107,273","美商高盛: 33886 										 										永豐金-板橋: 973 										 										摩根大通: 35236 										 										新加坡商瑞銀: 49489","統一-敦南: -943 										 										富邦-板橋: -1215 										 										(牛牛牛)亞-網路: -617 										 										中國信託-嘉義: -1783 										 										兆豐-忠孝: -1015 										 										新光-新竹: -1396 										 										元大-竹科: -1349 										 										玉山-雙和: -3993","2","-4","1"
"3529","力旺","105,528","瑞士信貸: 147675 										 										玉山-雙和: 1183","美商高盛: -24375 										 										統一-台中: -1150 										 										中國信託-忠孝: -1175 										 										永豐金-中正: -1248 										 										富邦-板橋: -1147 										 										(牛牛牛)亞-網路: -1180 										 										台新-高雄: -4615 										 										富邦-台北: -4892 										 										兆豐-忠孝: -3548","3","8","-2"
"2049","上銀","100,057","美商高盛: 137843 										 										港商麥格理: 4346 										 										台灣匯立證券: 1936 										 										元大-竹科: 1994","瑞士信貸: -45707 										 										中國信託-嘉義: -355","1","2","2"
"5871","中租-KY","94,992","美商高盛: 14517 										 										港商麥格理: 12270 										 										中國信託-忠孝: 3251 										 										摩根大通: 45704 										 										台灣匯立證券: 19250","","-4","0","-1"
"1314","中石化","83,205","瑞士信貸: 28310 										 										永豐金-中正: 6259 										 										(牛牛牛)亞-鑫豐: 1378 										 										新加坡商瑞銀: 48726 										 										中國信託-嘉義: 533","兆豐-中壢: -682 										 										日盛-景美: -1319","2","0","-5"
"4989","榮科","79,013","國票-長城: 3789 										 										凱基-松山: 90196 										 										(牛牛牛)亞-網路: 1403 										 										中國信託-嘉義: 739 										 										凱基-大安: 308","康和-澎湖: -294 										 										永豐金-中正: -4519 										 										永豐金-板橋: -879 										 										日盛-景美: -3234 										 										元大-竹科: -8496","2","0","1"
"2360","致茂","75,117","美商高盛: 18869 										 										港商麥格理: 26123 										 										台灣匯立證券: 30125","","6","-2","1"
"1101","台泥","73,855","康和-澎湖: 986 										 										瑞士信貸: 73613 										 										港商麥格理: 9425 										 										永豐金-板橋: 765 										 										台灣匯立證券: 9029","台新-高雄: -2579 										 										新加坡商瑞銀: -17384","1","-5","-1"
"2031","新光鋼","70,393","美商高盛: 13345 										 										瑞士信貸: 36341 										 										新加坡商瑞銀: 19597 										 										中國信託-嘉義: 1073 										 										台灣匯立證券: 505 										 										新光-新竹: 1570","富邦-台北: -2038","2","-3","1"
"1440","南紡","70,380","兆豐-中壢: 297 										 										國票-長城: 682 										 										永豐金-板橋: 949 										 										富邦-板橋: 1115 										 										凱基-松山: 1795 										 										(牛牛牛)亞-鑫豐: 2663 										 										台新-高雄: 1861 										 										摩根大通: 65231 										 										富邦-台北: 5486 										 										中國信託-嘉義: 1046 										 										新光-新竹: 3234","玉山-城中: -1610 										 										統一-敦南: -1279 										 										台灣匯立證券: -4213 										 										元大-竹科: -3248 										 										玉山-雙和: -3629","1","-1","-1"
"3293","鈊象","70,366","富邦-板橋: 2750 										 										摩根大通: 59256 										 										富邦-台北: 1853 										 										台灣匯立證券: 6516 										 										日盛-景美: 911","玉山-雙和: -920","2","0","1"
"1590","亞德客-KY","69,588","瑞士信貸: 25710 										 										統一-敦南: 11060 										 										摩根大通: 153314","富邦-板橋: -7045 										 										(牛牛牛)亞-網路: -973 										 										台新-高雄: -8005 										 										富邦-台北: -3020 										 										台灣匯立證券: -99495 										 										玉山-雙和: -1958","1","-2","1"
"6732","昇佳電子","69,077","中國信託-忠孝: 3846 										 										凱基-松山: 88840 										 										玉山-雙和: 714","玉山-城中: -1435 										 										統一-敦南: -2835 										 										永豐金-中正: -2103 										 										國票-長城: -1403 										 										台新-高雄: -3491 										 										兆豐-忠孝: -2782 										 										新光-新竹: -5240 										 										日盛-景美: -5034","-1","2","3"
"2344","華邦電","68,359","美商高盛: 30002 										 										中國信託-忠孝: 1119 										 										摩根大通: 29986 										 										新加坡商瑞銀: 37151 										 										兆豐-忠孝: 974","玉山-城中: -2615 										 										永豐金-中正: -1803 										 										永豐金-板橋: -608 										 										富邦-板橋: -1469 										 										台新-高雄: -1678 										 										富邦-台北: -3161 										 										中國信託-嘉義: -2115 										 										新光-新竹: -16218 										 										元大-竹科: -1206","1","1","1"
"3105","穩懋","64,119","統一-台中: 5469 										 										港商麥格理: 634 										 										新加坡商瑞銀: 175511","兆豐-中壢: -357 										 										瑞士信貸: -86542 										 										統一-敦南: -1471 										 										永豐金-中正: -3197 										 										永豐金-板橋: -4250 										 										富邦-板橋: -3160 										 										凱基-松山: -3989 										 										(牛牛牛)亞-網路: -1017 										 										台新-高雄: -6690 										 										日盛-景美: -2135 										 										玉山-雙和: -1123 										 										凱基-大安: -3564","1","-1","1"
"4743","合一","63,762","美商高盛: 16745 										 										統一-台中: 4377 										 										(牛牛牛)亞-鑫豐: 8494 										 										摩根大通: 51355 										 										元大-竹科: 2513","中國信託-忠孝: -1096 										 										永豐金-中正: -1127 										 										永豐金-板橋: -1560 										 										富邦-板橋: -1653 										 										凱基-松山: -2519 										 										台新-高雄: -7042 										 										新光-新竹: -4038 										 										凱基-大安: -687","2","0","2"
"2108","南帝","63,102","瑞士信貸: 27752 										 										新加坡商瑞銀: 37547 										 										日盛-景美: 646","富邦-板橋: -1506 										 										元大-竹科: -1337","1","-1","3"
"2605","新興","62,950","美商高盛: 20676 										 										瑞士信貸: 44930","兆豐-中壢: -157 										 										玉山-城中: -2499","2","0","-2"
"9958","世紀鋼","59,814","玉山-城中: 1468 										 										美商高盛: 16048 										 										統一-台中: 979 										 										統一-敦南: 23910 										 										中國信託-忠孝: 2311 										 										永豐金-中正: 980 										 										富邦-板橋: 1346 										 										(牛牛牛)亞-網路: 2044 										 										中國信託-嘉義: 488 										 										兆豐-忠孝: 1129 										 										新光-新竹: 1744 										 										元大-竹科: 10852 										 										凱基-大安: 603","永豐金-板橋: -2145 										 										富邦-台北: -1943","-1","2","-1"
"6443","元晶","59,283","兆豐-中壢: 588 										 										統一-台中: 4520 										 										永豐金-中正: 1135 										 										永豐金-板橋: 819 										 										摩根大通: 39454 										 										富邦-台北: 3742 										 										中國信託-嘉義: 1508 										 										元大-竹科: 14794","康和-澎湖: -334 										 										富邦-板橋: -1250 										 										(牛牛牛)亞-鑫豐: -5337 										 										凱基-大安: -356","1","0","0"
"3533","嘉澤","58,685","摩根大通: 61979","兆豐-忠孝: -2201 										 										日盛-景美: -1093","8","1","1"
"2313","華通","58,034","瑞士信貸: 29185 										 										新加坡商瑞銀: 31285 										 										中國信託-嘉義: 395","統一-台中: -1495 										 										兆豐-忠孝: -1336","6","0","1"
"5274","信驊","56,410","國票-長城: 8895 										 										摩根大通: 69405","(牛牛牛)亞-網路: -21890","1","14","0"
"2347","聯強","54,779","兆豐-中壢: 321 										 										美商高盛: 20206 										 										統一-台中: 1179 										 										瑞士信貸: 19720 										 										富邦-台北: 12923 										 										中國信託-嘉義: 430","","3","-4","-1"
"1909","榮成","53,449","瑞士信貸: 42798 										 										新加坡商瑞銀: 21392 										 										中國信託-嘉義: 1410","兆豐-中壢: -10877 										 										富邦-板橋: -1274","1","0","-3"
"2637","慧洋-KY","50,598","兆豐-中壢: 1134 										 										美商高盛: 44931 										 										凱基-松山: 730 										 										(牛牛牛)亞-網路: 1768 										 										台新-高雄: 1433 										 										中國信託-嘉義: 587 										 										玉山-雙和: 934","康和-澎湖: -274 										 										永豐金-板橋: -645","1","-1","-2"
"2103","台橡","50,045","康和-澎湖: 617 										 										統一-台中: 673 										 										港商麥格理: 23395 										 										新加坡商瑞銀: 24018 										 										新光-新竹: 1377 										 										凱基-大安: 335","中國信託-嘉義: -370","2","-1","-1"
"2009","第一銅","47,915","美商高盛: 15774 										 										統一-台中: 1208 										 										富邦-板橋: 2367 										 										台新-高雄: 6633 										 										摩根大通: 30809 										 										中國信託-嘉義: 1007","(牛牛牛)亞-鑫豐: -2730 										 										新光-新竹: -6897 										 										凱基-大安: -256","1","0","1"
"2377","微星","46,931","瑞士信貸: 36833 										 										新加坡商瑞銀: 24516","(牛牛牛)亞-鑫豐: -1887 										 										富邦-台北: -11669 										 										兆豐-忠孝: -862","1","-4","4"
"2449","京元電子","45,687","美商高盛: 28149 										 										永豐金-中正: 2108 										 										國票-長城: 711 										 										富邦-板橋: 10447 										 										(牛牛牛)亞-鑫豐: 1771 										 										中國信託-嘉義: 423 										 										新光-新竹: 2386 										 										凱基-大安: 668","永豐金-板橋: -976","2","-4","2"
"4174","浩鼎","44,928","摩根大通: 28075 										 										新加坡商瑞銀: 18436","統一-敦南: -1583","1","0","0"
"5269","祥碩","44,618","瑞士信貸: 27500 										 										新加坡商瑞銀: 23145 										 										新光-新竹: 1452","玉山-城中: -1430 										 										永豐金-中正: -1450 										 										富邦-板橋: -1440 										 										台新-高雄: -3159","2","3","1"
"2390","云辰","43,056","永豐金-中正: 1488 										 										摩根大通: 52052 										 										富邦-台北: 2118","康和-澎湖: -968 										 										中國信託-忠孝: -787 										 										永豐金-板橋: -613 										 										富邦-板橋: -2676 										 										凱基-松山: -916 										 										中國信託-嘉義: -953 										 										元大-竹科: -1312 										 										凱基-大安: -4377","1","0","0"
"1305","華夏","39,448","瑞士信貸: 51980","永豐金-中正: -1697 										 										(牛牛牛)亞-鑫豐: -10622 										 										凱基-大安: -213","3","0","-2"
"6531","愛普","39,400","美商高盛: 15992 										 										統一-台中: 3315 										 										摩根大通: 25691 										 										新光-新竹: 1736 										 										日盛-景美: 650","國票-長城: -5283 										 										永豐金-板橋: -675 										 										(牛牛牛)亞-鑫豐: -2026","2","1","2"
"5609","中菲行","39,085","玉山-城中: 1442 										 										瑞士信貸: 71144 										 										日盛-景美: 7994","康和-澎湖: -398 										 										統一-台中: -3428 										 										統一-敦南: -816 										 										中國信託-忠孝: -1016 										 										永豐金-板橋: -2184 										 										富邦-板橋: -6505 										 										凱基-松山: -9651 										 										台新-高雄: -3231 										 										富邦-台北: -7274 										 										中國信託-嘉義: -1137 										 										兆豐-忠孝: -2445 										 										新光-新竹: -1452 										 										玉山-雙和: -1679 										 										凱基-大安: -279","1","0","3"
"1312","國喬","37,064","統一-台中: 1516 										 										中國信託-忠孝: 1084 										 										永豐金-中正: 3215 										 										國票-長城: 4934 										 										永豐金-板橋: 2282 										 										富邦-板橋: 999 										 										(牛牛牛)亞-鑫豐: 4579 										 										台新-高雄: 3890 										 										摩根大通: 41237 										 										中國信託-嘉義: 413 										 										元大-竹科: 7378 										 										凱基-大安: 291","兆豐-中壢: -607 										 										康和-澎湖: -615 										 										瑞士信貸: -24573 										 										港商麥格理: -518 										 										凱基-松山: -1620 										 										新光-新竹: -5630 										 										玉山-雙和: -1191","2","0","-1"
"2887","台新金","35,827","玉山-城中: 1719 										 										瑞士信貸: 36975","台新-高雄: -2867","1","0","1"
"2314","台揚","34,975","統一-敦南: 976 										 										國票-長城: 28154 										 										新加坡商瑞銀: 22890 										 										新光-新竹: 1270 										 										日盛-景美: 976 										 										凱基-大安: 391","康和-澎湖: -450 										 										玉山-城中: -1511 										 										美商高盛: -12767 										 										(牛牛牛)亞-網路: -1570 										 										富邦-台北: -1809 										 										兆豐-忠孝: -1575","3","0","-1"
"6492","生華科","34,530","美商高盛: 14638 										 										(牛牛牛)亞-鑫豐: 2656 										 										中國信託-嘉義: 852 										 										元大-竹科: 19226","富邦-板橋: -1792 										 										凱基-松山: -1050","4","0","0"
"6269","台郡","33,672","美商高盛: 65982 										 										(牛牛牛)亞-網路: 599","統一-台中: -1693 										 										中國信託-忠孝: -1006 										 										富邦-板橋: -1718 										 										凱基-松山: -1329 										 										富邦-台北: -2080 										 										台灣匯立證券: -25083","2","2","1"
"2353","宏��","32,265","美商高盛: 37376 										 										港商麥格理: 3963 										 										富邦-板橋: 1612 										 										摩根大通: 35900","康和-澎湖: -344 										 										瑞士信貸: -44888 										 										玉山-雙和: -1354","1","0","1"
"6237","驊訊","31,412","統一-敦南: 37842 										 										中國信託-忠孝: 2654 										 										台新-高雄: 2897 										 										兆豐-忠孝: 1697 										 										新光-新竹: 1163","兆豐-中壢: -268 										 										玉山-城中: -3949 										 										永豐金-中正: -6744 										 										永豐金-板橋: -2289 										 										日盛-景美: -1591","-1","1","-2"
"6213","聯茂","31,269","兆豐-中壢: 549 										 										康和-澎湖: 273 										 										美商高盛: 53005 										 										統一-敦南: 1387 										 										富邦-台北: 1634 										 										台灣匯立證券: 139 										 										兆豐-忠孝: 4201 										 										玉山-雙和: 1531","瑞士信貸: -19204 										 										永豐金-中正: -1416 										 										永豐金-板橋: -2294 										 										凱基-松山: -1171 										 										(牛牛牛)亞-鑫豐: -7365","-1","2","-1"
"2014","中鴻","29,071","美商高盛: 29696 										 										富邦-板橋: 1228 										 										台新-高雄: 4606 										 										富邦-台北: 3071 										 										元大-竹科: 1549 										 										凱基-大安: 2113","統一-敦南: -1351 										 										中國信託-忠孝: -1970 										 										永豐金-板橋: -691 										 										凱基-松山: -867 										 										(牛牛牛)亞-網路: -1480 										 										(牛牛牛)亞-鑫豐: -5709 										 										玉山-雙和: -1124","4","-2","-6"
"1536","和大","27,079","美商高盛: 13911 										 										中國信託-嘉義: 1190 										 										台灣匯立證券: 14375","康和-澎湖: -396 										 										日盛-景美: -2001","1","0","1"
"1304","台聚","24,510","美商高盛: 32807 										 										玉山-雙和: 1668","中國信託-忠孝: -2218 										 										(牛牛牛)亞-鑫豐: -7747","1","0","-5"
"6669","緯穎","23,360","美商高盛: 25265 										 										凱基-松山: 1890 										 										台灣匯立證券: 2773","中國信託-忠孝: -958 										 										國票-長城: -2782 										 										富邦-台北: -1888 										 										日盛-景美: -940","4","1","-1"
"4123","晟德","22,668","兆豐-中壢: 654 										 										美商高盛: 16202 										 										國票-長城: 656 										 										(牛牛牛)亞-鑫豐: 1561 										 										新加坡商瑞銀: 17877","富邦-板橋: -1218 										 										凱基-大安: -13064","3","0","1"
"4967","十銓","22,614","瑞士信貸: 25238 										 										國票-長城: 815","(牛牛牛)亞-網路: -952 										 										台新-高雄: -2487","1","0","2"
"1308","亞聚","22,423","中國信託-忠孝: 1611 										 										新加坡商瑞銀: 23647","(牛牛牛)亞-鑫豐: -2835","6","0","-3"
"4105","東洋","21,966","統一-敦南: 1855 										 										國票-長城: 896 										 										台新-高雄: 21915 										 										新光-新竹: 2475 										 										凱基-大安: 10948","康和-澎湖: -985 										 										永豐金-板橋: -1885 										 										兆豐-忠孝: -2443 										 										元大-竹科: -10810","3","1","4"
"6150","撼訊","21,238","康和-澎湖: 381 										 										統一-敦南: 6621 										 										中國信託-忠孝: 2251 										 										(牛牛牛)亞-鑫豐: 1504 										 										台新-高雄: 8469 										 										兆豐-忠孝: 2224 										 										新光-新竹: 1155 										 										元大-竹科: 24993","兆豐-中壢: -6760 										 										永豐金-板橋: -1544 										 										新加坡商瑞銀: -15637 										 										中國信託-嘉義: -1067 										 										玉山-雙和: -1352","-2","0","0"
"5608","四維航","20,307","康和-澎湖: 16728 										 										(牛牛牛)亞-鑫豐: 3307 										 										台新-高雄: 1987 										 										兆豐-忠孝: 1723 										 										玉山-雙和: 1454 										 										凱基-大安: 261","統一-台中: -1448 										 										國票-長城: -1344 										 										(牛牛牛)亞-網路: -2361","-2","0","0"
"3483","力致","20,288","統一-敦南: 1937 										 										新加坡商瑞銀: 20460","兆豐-中壢: -186 										 										永豐金-中正: -1923","1","0","2"
"5534","長虹","19,353","新加坡商瑞銀: 19353","","-8","0","1"
