"股票代碼","名稱","差額(仟元)","買進","賣出","外資","投信","自營商"
"2330","台積電","2,931,267","康和-澎湖: 1177 										 										統一-台中: 5919 										 										港商麥格理: 1097441 										 										國票-長城: 16480 										 										永豐金-板橋: 7548 										 										凱基-松山: 9657 										 										(牛牛牛)亞-鑫豐: 40288 										 										台灣匯立證券: 3412758","兆豐-中壢: -7321 										 										玉山-城中: -16330 										 										美商高盛: -680094 										 										瑞士信貸: -177271 										 										統一-敦南: -17875 										 										中國信託-忠孝: -5856 										 										永豐金-中正: -1225 										 										富邦-板橋: -15143 										 										(牛牛牛)亞-網路: -2845 										 										台新-高雄: -16923 										 										摩根大通: -176522 										 										新加坡商瑞銀: -443894 										 										富邦-台北: -42237 										 										中國信託-嘉義: -2802 										 										兆豐-忠孝: -10902 										 										新光-新竹: -5339 										 										日盛-景美: -10622 										 										元大-竹科: -6605 										 										玉山-雙和: -17531 										 										凱基-大安: -2664","3","10","1"
"2609","陽明","1,999,067","美商高盛: 937089 										 										瑞士信貸: 342951 										 										永豐金-中正: 11498 										 										凱基-松山: 248131 										 										摩根大通: 726068 										 										新加坡商瑞銀: 111679 										 										中國信託-嘉義: 1560 										 										日盛-景美: 10681","兆豐-中壢: -3752 										 										康和-澎湖: -11921 										 										玉山-城中: -37002 										 										統一-台中: -26093 										 										統一-敦南: -30049 										 										中國信託-忠孝: -48543 										 										國票-長城: -4382 										 										永豐金-板橋: -10269 										 										富邦-板橋: -4100 										 										(牛牛牛)亞-網路: -2030 										 										(牛牛牛)亞-鑫豐: -55313 										 										台新-高雄: -31819 										 										富邦-台北: -43426 										 										兆豐-忠孝: -31134 										 										新光-新竹: -2007 										 										元大-竹科: -36745 										 										玉山-雙和: -9831 										 										凱基-大安: -2174","2","-1","-3"
"2603","長榮","1,645,124","康和-澎湖: 2314 										 										玉山-城中: 21289 										 										美商高盛: 849501 										 										港商麥格理: 191766 										 										永豐金-中正: 2455 										 										永豐金-板橋: 18639 										 										富邦-板橋: 1911 										 										凱基-松山: 4153 										 										(牛牛牛)亞-網路: 9982 										 										(牛牛牛)亞-鑫豐: 57315 										 										摩根大通: 2157868 										 										中國信託-嘉義: 5825 										 										台灣匯立證券: 4833 										 										兆豐-忠孝: 9262 										 										玉山-雙和: 4868 										 										凱基-大安: 2601","兆豐-中壢: -2333 										 										統一-台中: -2656 										 										瑞士信貸: -1159074 										 										統一-敦南: -5279 										 										中國信託-忠孝: -35786 										 										國票-長城: -3038 										 										台新-高雄: -14374 										 										新加坡商瑞銀: -290453 										 										富邦-台北: -46979 										 										新光-新竹: -7439 										 										日盛-景美: -4630 										 										元大-竹科: -127417","2","-5","3"
"2615","萬海","1,358,864","玉山-城中: 5225 										 										美商高盛: 415992 										 										港商麥格理: 11694 										 										中國信託-忠孝: 1519 										 										國票-長城: 1691 										 										永豐金-板橋: 4928 										 										凱基-松山: 741002 										 										摩根大通: 550993 										 										新加坡商瑞銀: 48900 										 										新光-新竹: 17535 										 										日盛-景美: 11030 										 										元大-竹科: 55037","統一-台中: -1780 										 										瑞士信貸: -109774 										 										統一-敦南: -4572 										 										富邦-板橋: -3114 										 										(牛牛牛)亞-鑫豐: -21292 										 										台新-高雄: -3469 										 										富邦-台北: -22655 										 										台灣匯立證券: -330477 										 										兆豐-忠孝: -1996 										 										凱基-大安: -7553","1","0","-1"
"2454","聯發科","1,076,309","港商麥格理: 437900 										 										中國信託-忠孝: 1982 										 										永豐金-中正: 1754 										 										永豐金-板橋: 976 										 										凱基-松山: 7078 										 										台新-高雄: 2079 										 										台灣匯立證券: 933636 										 										日盛-景美: 2022 										 										元大-竹科: 3984","兆豐-中壢: -990 										 										玉山-城中: -1911 										 										美商高盛: -36556 										 										統一-台中: -2014 										 										瑞士信貸: -88078 										 										統一-敦南: -1048 										 										富邦-板橋: -1876 										 										摩根大通: -25326 										 										新加坡商瑞銀: -138308 										 										富邦-台北: -9158 										 										兆豐-忠孝: -6890 										 										玉山-雙和: -2947","1","-2","1"
"2327","國巨","885,275","兆豐-中壢: 574 										 										美商高盛: 226128 										 										統一-台中: 8257 										 										瑞士信貸: 85352 										 										凱基-松山: 1488 										 										摩根大通: 401760 										 										新加坡商瑞銀: 274366 										 										富邦-台北: 14683","康和-澎湖: -1174 										 										玉山-城中: -11408 										 										統一-敦南: -4141 										 										中國信託-忠孝: -5165 										 										永豐金-中正: -4624 										 										國票-長城: -52820 										 										永豐金-板橋: -2082 										 										富邦-板橋: -5941 										 										(牛牛牛)亞-網路: -481 										 										(牛牛牛)亞-鑫豐: -3871 										 										台新-高雄: -6148 										 										中國信託-嘉義: -1539 										 										台灣匯立證券: -3458 										 										兆豐-忠孝: -9265 										 										新光-新竹: -4079 										 										日盛-景美: -6699 										 										元大-竹科: -2106 										 										凱基-大安: -2332","1","1","1"
"2308","台達電","650,691","康和-澎湖: 301 										 										美商高盛: 102827 										 										永豐金-中正: 2133 										 										國票-長城: 51435 										 										富邦-板橋: 1139 										 										摩根大通: 170868 										 										新加坡商瑞銀: 143302 										 										中國信託-嘉義: 608 										 										台灣匯立證券: 400939","玉山-城中: -2122 										 										瑞士信貸: -198164 										 										港商麥格理: -13339 										 										富邦-台北: -2960 										 										日盛-景美: -4494 										 										玉山-雙和: -1782","3","2","3"
"2303","聯電","574,934","瑞士信貸: 196488 										 										港商麥格理: 69361 										 										凱基-松山: 3083 										 										摩根大通: 369913 										 										新加坡商瑞銀: 331037 										 										兆豐-忠孝: 28172","兆豐-中壢: -846 										 										玉山-城中: -10253 										 										美商高盛: -200328 										 										統一-台中: -3836 										 										統一-敦南: -7962 										 										中國信託-忠孝: -13829 										 										永豐金-中正: -1418 										 										國票-長城: -9904 										 										永豐金-板橋: -533 										 										富邦-板橋: -13105 										 										(牛牛牛)亞-網路: -3009 										 										(牛牛牛)亞-鑫豐: -8684 										 										台新-高雄: -20375 										 										富邦-台北: -28783 										 										中國信託-嘉義: -2891 										 										新光-新竹: -2797 										 										日盛-景美: -4753 										 										元大-竹科: -4558 										 										玉山-雙和: -2705 										 										凱基-大安: -82551","3","2","1"
"5608","四維航","426,009","兆豐-中壢: 1361 										 										玉山-城中: 1845 										 										統一-台中: 435140 										 										國票-長城: 11154 										 										富邦-板橋: 4004 										 										台新-高雄: 3374 										 										富邦-台北: 17616 										 										中國信託-嘉義: 425 										 										日盛-景美: 5108","美商高盛: -17209 										 										統一-敦南: -5333 										 										(牛牛牛)亞-網路: -1109 										 										(牛牛牛)亞-鑫豐: -5177 										 										摩根大通: -20902 										 										新光-新竹: -3118 										 										凱基-大安: -1170","-1","0","1"
"3034","聯詠","384,988","瑞士信貸: 153909 										 										港商麥格理: 97238 										 										摩根大通: 115186 										 										新加坡商瑞銀: 109677","兆豐-中壢: -512 										 										康和-澎湖: -516 										 										玉山-城中: -3667 										 										美商高盛: -16455 										 										統一-台中: -1546 										 										統一-敦南: -2582 										 										中國信託-忠孝: -8294 										 										永豐金-中正: -20858 										 										國票-長城: -2076 										 										永豐金-板橋: -999 										 										凱基-松山: -682 										 										(牛牛牛)亞-鑫豐: -4040 										 										台新-高雄: -2185 										 										中國信託-嘉義: -521 										 										台灣匯立證券: -7665 										 										兆豐-忠孝: -1035 										 										新光-新竹: -9447 										 										日盛-景美: -1545 										 										元大-竹科: -3764 										 										玉山-雙和: -1543 										 										凱基-大安: -1090","1","-3","1"
"2002","中鋼","308,530","兆豐-中壢: 248 										 										康和-澎湖: 463 										 										玉山-城中: 20847 										 										瑞士信貸: 90261 										 										統一-敦南: 2388 										 										中國信託-忠孝: 2095 										 										永豐金-中正: 1462 										 										國票-長城: 6932 										 										永豐金-板橋: 3230 										 										富邦-板橋: 4544 										 										凱基-松山: 3805 										 										台新-高雄: 4147 										 										摩根大通: 139357 										 										新加坡商瑞銀: 182330 										 										中國信託-嘉義: 2491 										 										兆豐-忠孝: 2439 										 										元大-竹科: 12207 										 										玉山-雙和: 2468","美商高盛: -106327 										 										(牛牛牛)亞-網路: -3139 										 										(牛牛牛)亞-鑫豐: -8814 										 										富邦-台北: -37378 										 										凱基-大安: -17526","3","-5","-1"
"2108","南帝","288,533","瑞士信貸: 64076 										 										摩根大通: 124107 										 										新加坡商瑞銀: 134198","兆豐-中壢: -567 										 										康和-澎湖: -288 										 										統一-台中: -2287 										 										永豐金-中正: -3272 										 										永豐金-板橋: -1679 										 										富邦-板橋: -2757 										 										(牛牛牛)亞-鑫豐: -1739 										 										台新-高雄: -2971 										 										富邦-台北: -3337 										 										中國信託-嘉義: -848 										 										台灣匯立證券: -11552 										 										元大-竹科: -1146 										 										玉山-雙和: -828 										 										凱基-大安: -577","3","-1","5"
"3006","晶豪科","284,616","兆豐-中壢: 542 										 										美商高盛: 14712 										 										統一-台中: 2935 										 										瑞士信貸: 54984 										 										統一-敦南: 40063 										 										國票-長城: 5447 										 										摩根大通: 55663 										 										新加坡商瑞銀: 132829 										 										凱基-大安: 3205","玉山-城中: -4714 										 										(牛牛牛)亞-網路: -4541 										 										(牛牛牛)亞-鑫豐: -2500 										 										台新-高雄: -1310 										 										富邦-台北: -2030 										 										中國信託-嘉義: -2011 										 										兆豐-忠孝: -2169 										 										新光-新竹: -2314 										 										日盛-景美: -2174 										 										元大-竹科: -2001","2","-6","-1"
"3260","威剛","224,164","美商高盛: 16285 										 										瑞士信貸: 58310 										 										永豐金-中正: 1717 										 										(牛牛牛)亞-鑫豐: 19135 										 										摩根大通: 97834 										 										新加坡商瑞銀: 37830 										 										富邦-台北: 12721","玉山-城中: -5746 										 										統一-台中: -1725 										 										統一-敦南: -1570 										 										中國信託-忠孝: -1539 										 										國票-長城: -2640 										 										(牛牛牛)亞-網路: -1194 										 										中國信託-嘉義: -806 										 										新光-新竹: -4448","1","-2","2"
"3293","鈊象","218,195","港商麥格理: 129552 										 										永豐金-板橋: 912 										 										摩根大通: 63781 										 										新加坡商瑞銀: 54055","美商高盛: -13138 										 										統一-台中: -927 										 										統一-敦南: -1861 										 										中國信託-忠孝: -5686 										 										國票-長城: -918 										 										(牛牛牛)亞-鑫豐: -3692 										 										富邦-台北: -2031 										 										日盛-景美: -937 										 										玉山-雙和: -915","1","0","-2"
"8069","元太","215,482","美商高盛: 22107 										 										國票-長城: 814 										 										永豐金-板橋: 2079 										 										(牛牛牛)亞-網路: 673 										 										台新-高雄: 1631 										 										台灣匯立證券: 195403 										 										日盛-景美: 17259 										 										凱基-大安: 401","玉山-城中: -3538 										 										統一-敦南: -1592 										 										中國信託-忠孝: -1148 										 										富邦-板橋: -1125 										 										富邦-台北: -7458 										 										新光-新竹: -8434 										 										元大-竹科: -1590","2","1","1"
"3042","晶技","198,703","兆豐-中壢: 836 										 										美商高盛: 12531 										 										瑞士信貸: 16013 										 										統一-敦南: 30752 										 										摩根大通: 50195 										 										富邦-台北: 25959 										 										凱基-大安: 129061","康和-澎湖: -1396 										 										玉山-城中: -2501 										 										統一-台中: -4282 										 										中國信託-忠孝: -1775 										 										永豐金-中正: -2117 										 										國票-長城: -11553 										 										永豐金-板橋: -1510 										 										富邦-板橋: -4837 										 										凱基-松山: -2666 										 										(牛牛牛)亞-網路: -1981 										 										(牛牛牛)亞-鑫豐: -4128 										 										台新-高雄: -4019 										 										中國信託-嘉義: -1289 										 										兆豐-忠孝: -10058 										 										新光-新竹: -4331 										 										日盛-景美: -1822 										 										元大-竹科: -2778 										 										玉山-雙和: -3601","1","2","1"
"2383","台光電","174,478","康和-澎湖: 214 										 										瑞士信貸: 15363 										 										港商麥格理: 144037 										 										富邦-板橋: 1421 										 										凱基-松山: 795 										 										富邦-台北: 29075","玉山-城中: -1085 										 										永豐金-中正: -1453 										 										國票-長城: -1477 										 										永豐金-板橋: -1041 										 										(牛牛牛)亞-網路: -1239 										 										台新-高雄: -4003 										 										中國信託-嘉義: -2082 										 										台灣匯立證券: -2553 										 										玉山-雙和: -1494","1","5","1"
"5347","世界","159,893","美商高盛: 177718 										 										港商麥格理: 20359 										 										國票-長城: 986 										 										富邦-板橋: 1548","康和-澎湖: -500 										 										玉山-城中: -2659 										 										瑞士信貸: -23137 										 										中國信託-忠孝: -1043 										 										台新-高雄: -3379 										 										新光-新竹: -2610 										 										日盛-景美: -3600 										 										元大-竹科: -3790","2","6","3"
"2344","華邦電","155,043","康和-澎湖: 665 										 										統一-台中: 4576 										 										瑞士信貸: 136231 										 										(牛牛牛)亞-網路: 1655 										 										台灣匯立證券: 63334","港商麥格理: -16030 										 										中國信託-忠孝: -4943 										 										永豐金-板橋: -2384 										 										凱基-松山: -1770 										 										(牛牛牛)亞-鑫豐: -1995 										 										台新-高雄: -1320 										 										富邦-台北: -15039 										 										中國信託-嘉義: -855 										 										兆豐-忠孝: -877 										 										新光-新竹: -4173 										 										玉山-雙和: -1573 										 										凱基-大安: -459","3","3","-1"
"8016","矽創","149,869","玉山-城中: 2345 										 										美商高盛: 22497 										 										統一-台中: 4702 										 										瑞士信貸: 92775 										 										永豐金-中正: 1758 										 										國票-長城: 4171 										 										(牛牛牛)亞-網路: 1135 										 										(牛牛牛)亞-鑫豐: 2985 										 										新加坡商瑞銀: 28511","兆豐-中壢: -295 										 										康和-澎湖: -311 										 										統一-敦南: -2383 										 										永豐金-板橋: -1193 										 										富邦-台北: -2050 										 										日盛-景美: -1475 										 										元大-竹科: -2941 										 										凱基-大安: -362","2","2","1"
"6589","台康生技","145,934","美商高盛: 14658 										 										統一-台中: 1255 										 										永豐金-中正: 6833 										 										永豐金-板橋: 1148 										 										富邦-板橋: 8090 										 										(牛牛牛)亞-網路: 1555 										 										摩根大通: 49838 										 										富邦-台北: 88171 										 										新光-新竹: 2069 										 										凱基-大安: 853","兆豐-中壢: -511 										 										中國信託-忠孝: -3470 										 										國票-長城: -3646 										 										凱基-松山: -7442 										 										(牛牛牛)亞-鑫豐: -4251 										 										台新-高雄: -4998 										 										中國信託-嘉義: -1784 										 										元大-竹科: -2434","1","0","-1"
"1101","台泥","142,748","瑞士信貸: 77172 										 										摩根大通: 106572 										 										中國信託-嘉義: 563","玉山-城中: -975 										 										港商麥格理: -17203 										 										永豐金-板橋: -1021 										 										(牛牛牛)亞-鑫豐: -1993 										 										新加坡商瑞銀: -20367","3","-7","-1"
"2614","東森","140,138","統一-台中: 2310 										 										凱基-松山: 119163 										 										富邦-台北: 19922 										 										元大-竹科: 25439","統一-敦南: -3936 										 										國票-長城: -5175 										 										(牛牛牛)亞-網路: -1489 										 										(牛牛牛)亞-鑫豐: -7856 										 										台新-高雄: -8240","-1","0","2"
"6488","環球晶","140,104","瑞士信貸: 40646 										 										中國信託-忠孝: 2542 										 										凱基-松山: 24228 										 										摩根大通: 66698 										 										台灣匯立證券: 12996","玉山-城中: -867 										 										富邦-板橋: -1843 										 										富邦-台北: -2534 										 										玉山-雙和: -1762","2","-3","1"
"3707","漢磊","135,878","美商高盛: 21634 										 										瑞士信貸: 42025 										 										國票-長城: 1009 										 										(牛牛牛)亞-鑫豐: 8819 										 										摩根大通: 35857 										 										兆豐-忠孝: 71131","康和-澎湖: -235 										 										統一-台中: -3247 										 										統一-敦南: -2078 										 										中國信託-忠孝: -1375 										 										永豐金-中正: -2963 										 										富邦-板橋: -9717 										 										(牛牛牛)亞-網路: -1216 										 										富邦-台北: -4475 										 										中國信託-嘉義: -1591 										 										日盛-景美: -8372 										 										元大-竹科: -3324 										 										玉山-雙和: -5559 										 										凱基-大安: -445","2","3","2"
"2412","中華電","132,465","新加坡商瑞銀: 135856 										 										日盛-景美: 1695","玉山-城中: -1259 										 										富邦-板橋: -1087 										 										(牛牛牛)亞-鑫豐: -2740","5","0","1"
"6274","台燿","128,765","美商高盛: 112870 										 										富邦-板橋: 1482 										 										台灣匯立證券: 33623","兆豐-中壢: -3017 										 										康和-澎湖: -231 										 										(牛牛牛)亞-網路: -1029 										 										(牛牛牛)亞-鑫豐: -12793 										 										台新-高雄: -1592 										 										中國信託-嘉義: -548","2","4","5"
"4961","天鈺","122,305","國票-長城: 7241 										 										摩根大通: 164235 										 										富邦-台北: 9544","兆豐-中壢: -1673 										 										康和-澎湖: -983 										 										統一-台中: -2967 										 										中國信託-忠孝: -16300 										 										永豐金-板橋: -1094 										 										富邦-板橋: -6572 										 										凱基-松山: -5057 										 										(牛牛牛)亞-網路: -984 										 										(牛牛牛)亞-鑫豐: -3286 										 										台新-高雄: -2693 										 										中國信託-嘉義: -634 										 										兆豐-忠孝: -1330 										 										元大-竹科: -9061 										 										玉山-雙和: -3684 										 										凱基-大安: -2397","2","-1","1"
"2338","光罩","121,175","美商高盛: 12266 										 										統一-台中: 2435 										 										瑞士信貸: 45159 										 										統一-敦南: 2021 										 										永豐金-中正: 1821 										 										永豐金-板橋: 1331 										 										摩根大通: 85320 										 										富邦-台北: 5965 										 										中國信託-嘉義: 784 										 										元大-竹科: 1881","兆豐-中壢: -1113 										 										康和-澎湖: -550 										 										玉山-城中: -4367 										 										中國信託-忠孝: -2517 										 										富邦-板橋: -5451 										 										凱基-松山: -2688 										 										(牛牛牛)亞-鑫豐: -5314 										 										台新-高雄: -5503 										 										兆豐-忠孝: -5684 										 										新光-新竹: -4621","1","0","2"
"2882","國泰金","115,039","港商麥格理: 252488 										 										(牛牛牛)亞-網路: 543 										 										(牛牛牛)亞-鑫豐: 1573 										 										摩根大通: 52765 										 										台灣匯立證券: 11093","瑞士信貸: -90773 										 										永豐金-中正: -1332 										 										永豐金-板橋: -870 										 										新加坡商瑞銀: -97999 										 										富邦-台北: -11032 										 										兆豐-忠孝: -1417","-1","-2","-3"
"2637","慧洋-KY","114,449","統一-台中: 1982 										 										摩根大通: 89991 										 										台灣匯立證券: 66615 										 										日盛-景美: 2760 										 										凱基-大安: 3862","兆豐-中壢: -1264 										 										康和-澎湖: -448 										 										玉山-城中: -3185 										 										港商麥格理: -12419 										 										凱基-松山: -3008 										 										(牛牛牛)亞-網路: -722 										 										中國信託-嘉義: -3528 										 										兆豐-忠孝: -2621 										 										元大-竹科: -23566","3","0","2"
"3545","敦泰","109,253","玉山-城中: 2928 										 										統一-敦南: 19977 										 										永豐金-中正: 26311 										 										凱基-松山: 5076 										 										(牛牛牛)亞-網路: 563 										 										台新-高雄: 2072 										 										摩根大通: 112253 										 										兆豐-忠孝: 25589 										 										新光-新竹: 11393","兆豐-中壢: -740 										 										統一-台中: -5603 										 										瑞士信貸: -20236 										 										中國信託-忠孝: -26443 										 										永豐金-板橋: -2447 										 										(牛牛牛)亞-鑫豐: -6145 										 										富邦-台北: -9589 										 										中國信託-嘉義: -4074 										 										元大-竹科: -7328 										 										玉山-雙和: -989 										 										凱基-大安: -13315","1","-3","-1"
"6257","矽格","108,957","美商高盛: 13968 										 										瑞士信貸: 14243 										 										永豐金-板橋: 489 										 										摩根大通: 62392 										 										新加坡商瑞銀: 20634 										 										凱基-大安: 762","統一-敦南: -1032 										 										永豐金-中正: -1683 										 										日盛-景美: -816","5","-1","1"
"1605","華新","98,603","美商高盛: 12685 										 										瑞士信貸: 23632 										 										摩根大通: 51947 										 										新加坡商瑞銀: 53414 										 										元大-竹科: 6495","康和-澎湖: -268 										 										玉山-城中: -880 										 										港商麥格理: -21904 										 										永豐金-中正: -1230 										 										(牛牛牛)亞-鑫豐: -17249 										 										新光-新竹: -6643 										 										凱基-大安: -1396","4","0","3"
"2031","新光鋼","96,439","美商高盛: 11530 										 										瑞士信貸: 34293 										 										凱基-松山: 13483 										 										(牛牛牛)亞-鑫豐: 3071 										 										摩根大通: 36594","永豐金-板橋: -517 										 										富邦-台北: -2015","1","0","-2"
"2375","凱美","91,787","美商高盛: 18656 										 										永豐金-中正: 2249 										 										摩根大通: 36951 										 										新加坡商瑞銀: 41912","兆豐-中壢: -324 										 										國票-長城: -1280 										 										新光-新竹: -3905 										 										日盛-景美: -1182 										 										元大-竹科: -1290","1","0","2"
"2027","大成鋼","83,380","兆豐-中壢: 274 										 										美商高盛: 12656 										 										瑞士信貸: 33472 										 										(牛牛牛)亞-網路: 524 										 										(牛牛牛)亞-鑫豐: 4918 										 										台新-高雄: 2426 										 										摩根大通: 66288 										 										玉山-雙和: 619 										 										凱基-大安: 3415","玉山-城中: -2309 										 										統一-台中: -1638 										 										港商麥格理: -12550 										 										永豐金-中正: -7303 										 										永豐金-板橋: -9151 										 										富邦-板橋: -5297 										 										凱基-松山: -608 										 										日盛-景美: -2356","1","0","2"
"3653","健策","83,283","玉山-城中: 2590 										 										美商高盛: 20648 										 										瑞士信貸: 21920 										 										統一-敦南: 1148 										 										(牛牛牛)亞-鑫豐: 2197 										 										新加坡商瑞銀: 30356 										 										元大-竹科: 5411","凱基-大安: -987","3","-4","-1"
"3141","晶宏","76,590","統一-台中: 3292 										 										瑞士信貸: 47391 										 										統一-敦南: 1262 										 										永豐金-中正: 26856 										 										(牛牛牛)亞-鑫豐: 1299 										 										新光-新竹: 1355","中國信託-忠孝: -4056 										 										凱基-松山: -809","1","-2","2"
"3406","玉晶光","74,276","兆豐-中壢: 1049 										 										瑞士信貸: 22948 										 										摩根大通: 115792 										 										元大-竹科: 3470","美商高盛: -66668 										 										新光-新竹: -2315","7","-1","1"
"8086","宏捷科","72,965","美商高盛: 92497 										 										(牛牛牛)亞-網路: 1360","兆豐-中壢: -300 										 										康和-澎湖: -454 										 										玉山-城中: -1797 										 										統一-敦南: -2391 										 										中國信託-忠孝: -912 										 										國票-長城: -894 										 										富邦-板橋: -3945 										 										富邦-台北: -8844 										 										兆豐-忠孝: -1355","1","4","-2"
"6269","台郡","71,742","美商高盛: 16692 										 										港商麥格理: 20664 										 										摩根大通: 36169 										 										元大-竹科: 2645 										 										玉山-雙和: 1837","富邦-板橋: -1228 										 										(牛牛牛)亞-網路: -750 										 										富邦-台北: -1959 										 										中國信託-嘉義: -492 										 										新光-新竹: -1836","4","4","1"
"8454","富邦媒","71,296","港商麥格理: 87705 										 										摩根大通: 40650","永豐金-中正: -1318 										 										(牛牛牛)亞-鑫豐: -7000 										 										台新-高雄: -1471 										 										新加坡商瑞銀: -47270","2","0","-1"
"6582","申豐","67,064","摩根大通: 72152","凱基-松山: -1804 										 										玉山-雙和: -3284","3","0","2"
"8436","大江","66,458","台新-高雄: 4999 										 										摩根大通: 83054","新加坡商瑞銀: -20881 										 										中國信託-嘉義: -714","5","-1","-2"
"3324","雙鴻","64,482","新加坡商瑞銀: 67834","玉山-城中: -2462 										 										凱基-松山: -890","3","0","1"
"1802","台玻","57,192","瑞士信貸: 22601 										 										國票-長城: 1975 										 										新加坡商瑞銀: 32535 										 										中國信託-嘉義: 538 										 										日盛-景美: 1302 										 										元大-竹科: 2916","兆豐-中壢: -340 										 										康和-澎湖: -698 										 										富邦-板橋: -2942 										 										凱基-大安: -695","5","-4","1"
"2393","億光","57,005","瑞士信貸: 25724 										 										摩根大通: 36575","新光-新竹: -2900 										 										日盛-景美: -2394","14","0","1"
"3532","台勝科","55,043","美商高盛: 58374","富邦-板橋: -1561 										 										玉山-雙和: -1770","3","-1","1"
"1210","大成","54,783","新加坡商瑞銀: 54783","","1","-1","3"
"1102","亞泥","52,262","新加坡商瑞銀: 71309","港商麥格理: -19047","10","-6","9"
"2404","漢唐","51,550","兆豐-中壢: 479 										 										港商麥格理: 23326 										 										新加坡商瑞銀: 33336 										 										台灣匯立證券: 7230","玉山-城中: -1693 										 										(牛牛牛)亞-網路: -483 										 										兆豐-忠孝: -2408 										 										日盛-景美: -3143 										 										元大-竹科: -2181 										 										玉山-雙和: -2429 										 										凱基-大安: -484","-7","1","6"
"5871","中租-KY","51,076","港商麥格理: 94983 										 										台灣匯立證券: 31474","摩根大通: -53899 										 										新加坡商瑞銀: -21482","-1","0","1"
"6505","台塑化","50,156","摩根大通: 48742 										 										富邦-台北: 2504","永豐金-板橋: -1090","2","9","1"
"3189","景碩","47,862","瑞士信貸: 57845 										 										中國信託-忠孝: 5095","港商麥格理: -12461 										 										兆豐-忠孝: -2617","1","-3","-6"
"2204","中華","46,625","國票-長城: 5035 										 										(牛牛牛)亞-鑫豐: 8606 										 										新加坡商瑞銀: 33926","永豐金-中正: -942","3","0","3"
"2809","京城銀","43,726","新加坡商瑞銀: 54944 										 										台灣匯立證券: 4027","港商麥格理: -15245","4","-6","6"
"2023","燁輝","42,727","兆豐-中壢: 396 										 										美商高盛: 17716 										 										瑞士信貸: 22469 										 										富邦-板橋: 1619 										 										中國信託-嘉義: 433 										 										元大-竹科: 1373","日盛-景美: -1279","1","0","1"
"3169","亞信","42,062","永豐金-中正: 11281 										 										摩根大通: 43255 										 										元大-竹科: 1427","兆豐-中壢: -1338 										 										永豐金-板橋: -617 										 										凱基-松山: -1454 										 										台新-高雄: -1436 										 										富邦-台北: -4294 										 										兆豐-忠孝: -2841 										 										玉山-雙和: -1921","1","0","-1"
"3023","信邦","40,832","美商高盛: 14635 										 										港商麥格理: 19401 										 										台灣匯立證券: 10810","兆豐-忠孝: -4014","1","-4","1"
"00637","L元大滬深300正2","40,386","玉山-城中: 2583 										 										統一-台中: 16667 										 										統一-敦南: 3217 										 										永豐金-中正: 1013 										 										凱基-松山: 796 										 										(牛牛牛)亞-網路: 882 										 										(牛牛牛)亞-鑫豐: 10582 										 										富邦-台北: 3765 										 										中國信託-嘉義: 719 										 										新光-新竹: 1009 										 										玉山-雙和: 1538","中國信託-忠孝: -2385","None","None","None"
"2395","研華","39,351","美商高盛: 107588 										 										統一-敦南: 3626","瑞士信貸: -39456 										 										摩根大通: -21931 										 										台灣匯立證券: -10476","10","0","1"
"2542","興富發","39,162","國票-長城: 4189 										 										新加坡商瑞銀: 32124 										 										兆豐-忠孝: 8349","中國信託-忠孝: -4473 										 										玉山-雙和: -1027","1","0","4"
"1909","榮成","38,635","瑞士信貸: 38873 										 										中國信託-忠孝: 1599","台新-高雄: -1837","1","0","2"
"6706","惠特","38,515","瑞士信貸: 15594 										 										新加坡商瑞銀: 29788","兆豐-中壢: -522 										 										中國信託-忠孝: -1715 										 										富邦-板橋: -1220 										 										兆豐-忠孝: -3410","2","0","-3"
"3037","欣興","37,903","港商麥格理: 24318 										 										(牛牛牛)亞-鑫豐: 1889 										 										摩根大通: 62658 										 										中國信託-嘉義: 509 										 										凱基-大安: 254","美商高盛: -20054 										 										統一-台中: -1545 										 										中國信託-忠孝: -3553 										 										永豐金-中正: -6119 										 										國票-長城: -2041 										 										凱基-松山: -1025 										 										台新-高雄: -3306 										 										富邦-台北: -9164 										 										兆豐-忠孝: -997 										 										新光-新竹: -3921","1","12","1"
"2458","義隆","36,238","美商高盛: 13253 										 										瑞士信貸: 14971 										 										港商麥格理: 22774 										 										中國信託-嘉義: 2284","摩根大通: -17044","3","-2","-3"
"3105","穩懋","32,968","統一-敦南: 1486 										 										永豐金-中正: 3343 										 										富邦-板橋: 2942 										 										凱基-松山: 4103 										 										(牛牛牛)亞-網路: 1486 										 										台新-高雄: 1576 										 										新加坡商瑞銀: 205341 										 										富邦-台北: 7366 										 										中國信託-嘉義: 438 										 										新光-新竹: 1446 										 										日盛-景美: 4804","美商高盛: -67673 										 										統一-台中: -1512 										 										摩根大通: -131335 										 										玉山-雙和: -843","-1","2","3"
"6443","元晶","32,772","康和-澎湖: 373 										 										美商高盛: 17488 										 										統一-敦南: 3064 										 										國票-長城: 918 										 										台新-高雄: 3311 										 										富邦-台北: 3607 										 										中國信託-嘉義: 1362 										 										兆豐-忠孝: 2651 										 										日盛-景美: 1264 										 										凱基-大安: 1051","統一-台中: -1692 										 										永豐金-板橋: -625","1","0","2"
"2605","新興","32,638","兆豐-中壢: 247 										 										康和-澎湖: 1693 										 										美商高盛: 11566 										 										永豐金-板橋: 941 										 										日盛-景美: 1707 										 										元大-竹科: 20759","玉山-城中: -1388 										 										富邦-板橋: -1529 										 										(牛牛牛)亞-網路: -1358","-1","0","2"
