代碼,商品,股本,產業,產業地位
2380,虹光,17.94,"上市電子全部,上市電腦及週邊設備",提供掃瞄器、MFP等數位化辦公設備供應商
2382,廣達,386.26,"上市電子全部,上市電腦及週邊設備",全球第一大NB代工廠
2383,台光電,33.29,"上市電子全部,上市電子零組件",全球第一大無鹵素板廠、台灣第二大CCL廠
2385,群光,74.53,"上市電子全部,上市電子零組件",全球PC鍵盤排名前三大之電腦週邊廠
2387,精元,19.63,"上市電子全部,上市電腦及週邊設備",全球前三大NB鍵盤廠
2388,威盛,49.44,"上市電子全部,上市半導體",支援x86平台之IC解決方案廠商
2390,云辰,21.40,"上市電子全部,上市其他電子",台灣防盜器龍頭廠商，轉型為智慧家庭解決方案商
2392,正崴,51.23,"上市電子全部,上市電子零組件",生產手機連接器、電池模組、電源管理模組之廠商
2393,億光,44.35,"上市電子全部,上市光電",全球前十大LED封裝廠
2395,研華,77.29,"上市電子全部,上市電腦及週邊設備",全球前三大工業電腦廠
2397,友通,11.47,"上市電子全部,上市電腦及週邊設備",佳世達集團旗下工業電腦嵌入式解決方案供應商
2399,映泰,17.81,"上市電子全部,上市電腦及週邊設備",台灣二線主機板廠
2401,凌陽,59.20,"上市電子全部,上市半導體",台灣多媒體IC設計廠商
2402,毅嘉,30.75,"上市電子全部,上市電子零組件",主業從手機按鍵轉型為軟板廠
2404,漢唐,19.06,"上市電子全部,上市其他電子",台積電最大的無塵室供應商
2405,浩鑫,34.34,"上市電子全部,上市電腦及週邊設備",白牌NB代工廠
2406,國碩,28.59,"上市電子全部,上市光電",台灣第三大太陽能矽晶圓廠，轉投資碩禾
2408,南亞科,309.70,"上市電子全部,上市半導體",轉型利基型及消費型DRAM廠
2409,友達,962.42,"上市電子全部,上市光電",全球前四大面板大廠
2412,中華電,775.74,"上市電子全部,上市通信網路",台灣電信業龍頭
2413,環科,12.74,"上市電子全部,上市電子零組件",通訊用變壓器、電源供應器與網通產品供應商
2414,精技,16.17,"上市電子全部,上市電子通路",台灣前三大資訊通路商
2415,錩新,8.00,"上市電子全部,上市電子零組件",全球最大揚聲器鍛造零組件廠
2417,圓剛,19.29,"上市電子全部,上市電腦及週邊設備",台灣知名影音視訊媒體解決方案商
2419,仲琦,32.90,"上市電子全部,上市通信網路",台灣Cable CPE與系統整合業者
2420,新巨,15.26,"上市電子全部,上市電子零組件",台灣聚焦高階電源供應器與知名微動開關廠
2421,建準,25.09,"上市電子全部,上市電子零組件",PC散熱風扇知名廠商
2423,固緯,14.50,"上市電子全部,上市其他電子",台灣知名的電子量測儀器廠
2424,隴華,2.70,"上市電子全部,上市電腦及週邊設備",轉型從事海事寬頻服務
2425,承啟,10.15,"上市電子全部,上市電腦及週邊設備",台灣繪圖卡廠商，與大陸七彩紅合作推平板電腦
2426,鼎元,30.06,"上市電子全部,上市光電",台灣大型LED晶粒切割、檢測廠
2427,三商電,18.43,"上市電子全部,上市資訊服務",以金融、電訊與交通產業為主之系統整合商
2428,興勤,12.81,"上市電子全部,上市電子零組件",全球知名熱敏電阻廠
2429,銘旺科,3.97,"上市電子全部,上市光電",台灣PCB廠，跨足ITO玻璃基板業務
2430,燦坤,16.65,"上市電子全部,上市電子通路",全台最大3C連鎖通路
2431,聯昌,11.09,"上市電子全部,上市電子零組件",東元轉投資，專注於LCD顯示器電源供應器製造商
2433,互盛電,14.45,"上市電子全部,上市其他電子",日本理光辦公事務機器之台灣代理商
2434,統懋,3.70,"上市電子全部,上市半導體",台灣上下游垂直整合之二極體廠
2436,偉詮電,17.80,"上市電子全部,上市半導體",台灣類比IC暨消費性IC設計廠商
2438,翔耀,6.02,"上市電子全部,上市光電",主要經營玻璃基板薄化加工及LED照明產品
2439,美律,21.05,"上市電子全部,上市通信網路",全球前十大手機電聲元件供應商
2440,太空梭,13.91,"上市電子全部,上市電子零組件",跨入上游絞銅線製造銷售業務
2441,超豐,56.88,"上市電子全部,上市半導體",力成轉投資之消費性IC後段封測廠
2442,新美齊,24.00,"上市電子全部,上市電腦及週邊設備",專注於車用高階顯示器及車用影音產品
2443,億麗,14.57,上市其他,轉型從事港區物流及大宗物資貿易業務
2444,兆勁,10.56,"上市電子全部,上市通信網路",台灣無線網路設備代工廠
2449,京元電子,122.27,"上市電子全部,上市半導體",全球最大IC測試廠之一
2450,神腦,25.83,"上市電子全部,上市通信網路",中華電信轉投資之數位產品通路代理商
2451,創見,42.91,"上市電子全部,上市半導體",以Transcend品牌行銷全球之隨身碟及記憶卡廠商
2453,凌群,10.00,"上市電子全部,上市資訊服務",以金融業為主的系統整合大廠
2454,聯發科,159.03,"上市電子全部,上市半導體",全球智慧型手機晶片大廠
2455,全新,18.49,"上市電子全部,上市通信網路",全球前三大砷化鎵HBT磊晶片廠
2456,奇力新,26.35,"上市電子全部,上市電子零組件",國巨旗下知名電感元件製造商
2457,飛宏,33.77,"上市電子全部,上市電子零組件",全球手機電源供應器知名廠商，並切入LED照明市場
2458,義隆,30.39,"上市電子全部,上市半導體",台灣最大觸控面板IC設計廠商
2459,敦吉,10.56,"上市電子全部,上市其他電子",業務涵蓋電子零件通路，製造事業與驗證事業
2460,建通,16.92,"上市電子全部,上市電子零組件",亞洲最大電器類端子製造廠
2461,光群雷,15.93,"上市電子全部,上市其他電子",是全球第一大雷射全像材料整合供應商
2462,良得電,14.19,"上市電子全部,上市電子零組件",台灣三大電源線供應商之一
2464,盟立,19.55,"上市電子全部,上市其他電子",台灣工業自動化設備廠
2465,麗臺,5.36,"上市電子全部,上市電腦及週邊設備",台灣繪圖卡廠商
2466,冠西電,15.63,"上市電子全部,上市光電",台灣光纖耦合器與繼電器製造商
2467,志聖,14.92,"上市電子全部,上市電子零組件",全球知名紫外線立體照射機製造商
2468,華經,7.00,"上市電子全部,上市資訊服務",以數位影像處理為主的系統整合商
2471,資通,4.73,"上市電子全部,上市資訊服務",以金融業及製造業為主的系統整合廠商
2472,立隆電,15.98,"上市電子全部,上市電子零組件",全球知名鋁質電容供應商
2474,可成,76.16,"上市電子全部,上市其他電子",台灣智慧手機金屬機殼製造大廠
2476,鉅祥,18.50,"上市電子全部,上市電子零組件",台灣第一大金屬沖壓件廠商
2477,美隆電,19.82,"上市電子全部,上市其他電子",台灣最大音箱及揚聲器製造廠之一
2478,大毅,14.47,"上市電子全部,上市電子零組件",台灣知名晶片電阻製造商
2480,敦陽科,10.64,"上市電子全部,上市資訊服務",台灣最大系統整合服務商
2481,強茂,33.28,"上市電子全部,上市半導體",亞洲最大小訊號整流二極體領導廠
2482,連宇,6.21,"上市電子全部,上市其他電子",台灣讀卡機等電子支付交易設備廠
2483,百容,10.91,"上市電子全部,上市電子零組件",台灣程式開關最大供應商
2484,希華,15.94,"上市電子全部,上市電子零組件",台灣石英元件大廠
2485,兆赫,31.77,"上市電子全部,上市通信網路",機上盒、LNB、有線電視傳輸設備製造商
2486,一詮,20.20,"上市電子全部,上市光電",台灣最大LED導線架生產商
2488,漢平,8.00,"上市電子全部,上市其他電子",台灣娛樂音訊產品ODM製造商
2489,瑞軒,80.94,"上市電子全部,上市光電",以Vizio及JVC雙品牌打入北美液晶電視市場
2491,吉祥全,8.20,"上市電子全部,上市光電",轉型以LED照明為主業
2492,華新科,48.58,"上市電子全部,上市電子零組件",全球前五大MLCC廠
2493,揚博,11.44,"上市電子全部,上市電子零組件",全球最大的PCB濕製程大廠
2495,普安,27.36,"上市電子全部,上市其他電子",全球前十大磁碟陣列及NAS系統供應商
2496,卓越,1.92,上市其他,為補教教育服務商，旗下擁有陳立補習班
2497,怡利電,11.88,上市汽車,國內車載影音主機大廠
2498,宏達電,81.86,"上市電子全部,上市通信網路",以HTC品牌行銷全球前十大智慧型手機廠商
2501,國建,115.96,上市建材營造,屬霖園集團之台灣老牌營建開發業者
2504,國產,118.00,上市建材營造,台灣知名預拌混凝土大廠
2505,國揚,38.00,上市建材營造,整合百貨、飯店、休閒、地產的營建商
2506,太設,38.70,上市建材營造,多角化經營建設、百貨及休閒等事業
2509,全坤建,22.46,上市建材營造,推案集中於大台北地區的建商
2511,太子,162.33,上市建材營造,統一集團旗下建商
2514,龍邦,39.47,上市其他,中部地區第一家上市之營建廠商，現以僑園會館經營為主
2515,中工,153.09,上市建材營造,威京集團成員之一，為專業建築工程廠商
2516,新建,22.63,上市建材營造,主要承攬公共工程為主之營造廠商
2520,冠德,50.38,上市建材營造,大台北地區的中大型建商
2524,京城,37.12,上市建材營造,高雄地區知名建商
2527,宏璟,27.03,上市建材營造,日月光集團旗下建商
2528,皇普,33.00,上市建材營造,以大台北地區推案為主的建商
2530,華建,52.08,上市建材營造,推案集中於大台北地區的建商
2534,宏盛,47.42,上市建材營造,宏泰集團旗下建商，以仁愛帝寶豪宅推案而知名
2535,達欣工,33.72,上市建材營造,台灣主要甲級營造廠之一
2536,宏普,33.28,上市建材營造,推案集中於大台北地區之建商
2537,聯上發,30.06,上市建材營造,聯上集團旗下建商，負責大台北及桃園地區推案
2538,基泰,43.84,上市建材營造,推案集中於大台北地區之建商
2539,櫻花建,55.96,上市建材營造,推案集中於大台中地區之建商
2540,愛山林,14.66,上市建材營造,甲山林旗下建商及代銷商
2542,興富發,129.10,上市建材營造,台灣前十大推案建商
2543,皇昌,24.20,上市建材營造,主要承攬公共工程之營造廠
2545,皇翔,32.77,上市建材營造,推案集中於大台北地區建商，知名推案為皇翔御琚
2546,根基,10.60,上市建材營造,冠德旗下住宅及土木工程營造廠
2547,日勝生,90.01,上市建材營造,以政府開發案起家，橫跨建築、百貨及觀光的中型建商
2548,華固,27.68,上市建材營造,大台北地區中型建商，並轉向地上權開發
2596,綠意,10.00,上櫃建材營造,桃園及台北地區小型建商
2597,潤弘,13.50,上市建材營造,潤泰集團旗下營造廠
2601,益航,74.60,上市貿易百貨,從事散裝航運，在大陸持有大洋百貨
2603,長榮,527.09,上市航運業,全球前四大貨櫃航商
2605,新興,58.54,上市航運業,台灣第二大散裝船商
2606,裕民,84.51,上市航運業,台灣最大散裝航運公司之一
2607,榮運,106.71,上市航運業,長榮集團旗之內陸貨櫃運輸及倉儲服務業者
2608,嘉里大榮,46.70,上市航運業,台灣第一大貨運公司，港資嘉里物流為最大股東
2609,陽明,333.21,上市航運業,台灣第二大貨櫃海運公司
2610,華航,542.10,上市航運業,台灣最大航空公司
2611,志信,17.18,上市航運業,多角化經營陸運、加油站、營建、飯店業務
2612,中航,19.75,上市航運業,台灣散裝航運業者，且是具規模的貨櫃運輸業者
2613,中櫃,14.84,上市航運業,在台灣北、中、南擁有貨櫃集散場之公司
2614,東森,55.68,上市其他,從港埠倉儲、散裝航運跨足休閒旅遊及數位媒體
2615,萬海,221.83,上市航運業,亞洲大型貨櫃輪航商
2616,山隆,13.73,上市油電燃氣,台灣第六大，加油站據點69座
2617,台航,41.73,上市航運業,大股東為中航之散裝航運業者
2618,長榮航,503.02,上市航運業,台灣第2大航空公司
2630,亞航,13.43,上市航運業,台灣專業航空器修護公司
2633,台灣高鐵,562.83,上市航運業,台灣高速鐵路運輸服務公司
2634,漢翔,94.19,上市航運業,從軍用戰機生產商轉型為飛機發動機機匣生產商
2636,台驊投控,13.07,上市航運業,台灣第一家海運承攬上市公司，並轉型為物流控股公司
2637,慧洋-KY,76.37,上市航運業,台灣具規模的散裝船隊船東之一
2640,大車隊,5.64,上櫃其他,台灣最大的計程車車隊業者
2641,正德,15.41,上櫃航運業,以亞洲近洋航線為主力之散裝航運業者
2642,宅配通,9.55,上市航運業,東元與日本通運合資成立的宅配服務業者
2643,捷迅,3.00,上櫃航運業,台灣承攬航空貨運、海運與報關業務之物流業者
2701,萬企,45.00,上市觀光,經營商場租賃、電影院及遊樂場業務
2702,華園,11.05,上市觀光,位於高雄六合夜市及愛河中心點的國際觀光飯店
2704,國賓,36.69,上市觀光,在台北、新竹、高雄等地經營五星級飯店
2705,六福,19.13,上市觀光,集團旗下擁有遊樂園、影城、渡假飯店及五星級飯店
2706,第一店,50.00,上市觀光,萬華企業集團旗下位於南京東路精華地帶之飯店
2707,晶華,12.74,上市觀光,國際五星級觀光飯店
2712,遠雄來,10.50,上市觀光,遠雄集團旗下位於花蓮海洋公園旁之五星級飯店
2718,晶悅,7.26,上櫃觀光,桃園市區一家過境旅館
2719,燦星旅,3.41,上櫃觀光,燦坤旗下旅遊公司
2722,夏都,11.15,上市觀光,官田鋼轉投資，位於台灣墾丁之觀光渡假飯店
2723,美食-KY,18.00,上市觀光,以「85度C」為品牌之咖啡烘焙連鎖店
2724,富驛-KY,7.93,上櫃觀光,大陸連鎖時尚商務酒店第一品牌
2726,雅茗-KY,3.65,上櫃觀光,在大陸以快樂檸檬品牌知名的台商茶飲料業者
2727,王品,7.70,上市觀光,連鎖餐飲集團，旗下擁有多個餐飲品牌
2729,瓦城,2.33,上櫃觀光,泰式料理連鎖餐廳
2731,雄獅,7.30,上市觀光,台灣營收規模最大之綜合旅行社
2732,六角,4.34,上櫃觀光,在全球80個城市擁有門市據點的外帶式茶飲與甜品供應商
2734,易飛網,3.03,上櫃觀光,聚焦於線上服務的旅遊業者
2736,高野,4.90,上櫃觀光,台東縣知本溫泉區的知名溫泉飯店
2739,寒舍,11.15,上市觀光,在台北經營管理五星級飯店及餐飲服務之業者
2740,天蔥,1.32,上櫃觀光,創始於台北天母地區的西式牛排連鎖餐廳
2743,山富,3.20,上櫃觀光,年出團達12000團以上之知名旅行社
2745,五福,2.93,上櫃觀光,所在地源自於高雄的國內前五大旅行社
2748,雲品,7.55,上市觀光,日月潭首家擁有天然溫泉的五星渡假飯店
2752,豆府,2.30,上櫃觀光,台灣規模最大韓式連鎖餐廳集團
2754,亞洲藏壽司,4.58,上櫃觀光,日式迴轉壽司連鎖店，擁有品牌「藏壽司」
2755,揚秦,2.00,上櫃觀光,連鎖.直營門市餐飲經營者，擁有品牌「麥味登」
2801,彰銀,1038.47,上市金融保險,台灣老牌銀行，為銀行界歷史悠久的三商銀之一
2809,京城銀,112.12,上市金融保險,京城建設入主台南中小企銀後改名之商業銀行
2812,台中銀,415.17,上市金融保險,中纖為大股東之中小型商業銀行
2816,旺旺保,22.36,上市金融保險,台灣產險業第一家上市公司，後由旺旺集團入主
2820,華票,134.30,上市金融保險,台灣前三大票券商
2823,中壽,473.14,上市金融保險,台灣市佔率前五大之壽險公司
2832,台產,36.22,上市金融保險,台灣歷史最悠久的中小型產險公司
2834,臺企銀,748.86,上市金融保險,台灣六大泛公股銀行之一
2836,高雄銀,112.96,上市金融保險,高雄市政府為第一大股東之區域型銀行
2838,聯邦銀,309.34,上市金融保險,三重幫林榮三家族為大股東之民營銀行
2841,台開,76.09,上市建材營造,2008年官股釋出後轉型為土地開發公司
2845,遠東銀,344.81,上市金融保險,遠東集團旗下之中小型商業銀行
2849,安泰銀,195.79,上市金融保險,私募基金隆力集團入主的中小型銀行
2850,新產,31.60,上市金融保險,新光集團旗下，為台灣前三大產險公司
2851,中再保,59.04,上市金融保險,長榮集團旗下，為台灣保險市場中唯一的本土再保險公司
2852,第一保,30.12,上市金融保險,台灣排名前十大的產險公司
2855,統一證,139.98,上市金融保險,為統一集團旗下券商，市佔排名前八大
2867,三商壽,250.20,上市金融保險,台灣排名前七大的壽險公司，隸屬三商集團
2880,華南金,1285.48,上市金融保險,以銀行為主體公營金控公司，為台灣銀行界歷史悠久的三商銀之一
2881,富邦金,1023.36,上市金融保險,台灣資產規模第二大的金控公司，旗下富邦產險為台灣最大產險公司
2882,國泰金,1316.92,上市金融保險,台灣資產規模最大金控公司，旗下國泰人壽為台灣最大壽險公司
2883,開發金,1498.99,上市金融保險,以投資銀行業務為主之金控，並藉購併跨入證券與商業銀行領域
2884,玉山金,1256.71,上市金融保險,以玉山銀行為主體的金控公司，旗下有票券及證券業務
2885,元大金,1213.74,上市金融保險,以證券為主體金控公司，旗下元大寶來證券為台灣最大券商
2886,兆豐金,1359.98,上市金融保險,具有國營背景的金控公司，旗下銀行為台灣第二大企業聯貸銀行
2887,台新金,1091.36,上市金融保險,以消費金融業務為主體之台灣金控公司
2888,新光金,1302.04,上市金融保險,以壽險為主體的金控公司，旗下新光人壽為台灣前五大保險公司
2889,國票金,289.65,上市金融保險,台灣唯一以票券業務為主體之金控公司
2890,永豐金,1127.11,上市金融保險,以銀行為主體的的大型金控，旗下另有證券、投信業務
2891,中信金,1949.70,上市金融保險,台灣資產規模前四大金控公司，旗下中信銀為最大信用卡發卡銀行
2892,第一金,1283.58,上市金融保險,台灣前三大官股金控公司，旗下銀行為業界歷史悠久的三商銀之一
2897,王道銀行,273.30,上市金融保險,台灣第一家工業銀行，現逐步轉型為商業銀行
2901,欣欣,7.30,上市貿易百貨,位於台北市中山區精華地段之百貨業者，退撫會為最大股東
2903,遠百,141.69,上市貿易百貨,隸屬遠東集團，合併SOGO百貨成為台灣規模最大的百貨業者
2904,匯僑,6.90,上市其他,台灣專業的石化倉儲廠
2905,三商,90.94,上市貿易百貨,轉投資子公司業務包含零售業、餐飲、壽險、製藥等
2906,高林,20.91,上市貿易百貨,為國內知名貿易商，並代理G2000、Nike等多項品牌服飾
2908,特力,50.99,上市貿易百貨,海內外家居用品專業貿易商，擁有特力屋、HOLA零售品牌賣場
2910,統領,20.87,上市貿易百貨,由百貨公司跨足至營建與餐飲業者
2911,麗嬰房,18.47,上市貿易百貨,台灣嬰幼童服飾第一大品牌
2912,統一超,103.96,上市貿易百貨,台灣經營7-11的第一大連鎖超商業者，為統一企業關係企業
2913,農林,79.00,上市貿易百貨,擁有自有茶園及以外銷茶葉至日本、澳洲為主的企業
2915,潤泰全,56.49,上市貿易百貨,中概內需股之一，集團旗下擁有「大潤發」及「歐尚」雙量販品牌
2916,滿心,5.46,上櫃貿易百貨,台灣第二大代理知名品牌服飾廠商
2923,鼎固-KY,174.03,上市建材營造,日月光轉投資的大陸房地產開發商
2924,東凌-KY,3.28,上櫃貿易百貨,以「黃色小鴨」品牌在兩岸經營嬰童產品
2926,誠品生活,4.74,上櫃文化創意,誠品集團旗下百貨通路及餐旅業者，亦跨足旅館產業
2928,紅馬-KY,4.73,上櫃觀光,日本最大伴手禮銷售公司
2929,淘帝-KY,10.95,上市貿易百貨,為中國大陸童裝前十大品牌廠
2936,客思達-KY,7.61,上市貿易百貨,北美地區第九大傢俱批發經銷商
2937,集雅社,3.29,上櫃貿易百貨,台灣影音家電產品之通?商
2939,凱羿-KY,4.55,上市貿易百貨,生活應用產品開發供應商
3002,歐格,10.20,"上市電子全部,上市電腦及週邊設備",產品以發電機電路板、電源保護器及旅行用插接器為主，主銷歐美
3003,健和興,15.57,"上市電子全部,上市電子零組件",台灣電工、3C產品端子製造商
3004,豐達科,5.26,上市鋼鐵,亞洲唯一合格航太扣件供應商
3005,神基,59.21,"上市電子全部,上市電腦及週邊設備",全球前三大軍工規電腦廠
3006,晶豪科,28.61,"上市電子全部,上市半導體",台灣利基型記憶體IC設計廠商
3008,大立光,13.41,"上市電子全部,上市光電",全球智慧型手機鏡頭龍頭廠
3010,華立,23.14,"上市電子全部,上市電子通路",電子材料與工程塑膠通路商
3011,今皓,11.27,"上市電子全部,上市電子零組件",3C產品之電源線供應大廠
3013,晟銘電,15.59,"上市電子全部,上市電腦及週邊設備",台灣電腦機殼OEM/ODM製造商
3014,聯陽,16.11,"上市電子全部,上市半導體",全球輸出入(I/O)控制IC領導廠商
3015,全漢,18.73,"上市電子全部,上市電子零組件",全球第十大交換式電源供應器廠商
3016,嘉晶,28.05,"上市電子全部,上市半導體",台灣專業磊晶矽晶圓業者
3017,奇鋐,35.33,"上市電子全部,上市電腦及週邊設備",全球最大PC散熱模組廠
3018,同開,7.31,"上市電子全部,上市其他電子",台灣無塵室及工廠、住宅機電系統整合工程之大廠
3019,亞光,28.11,"上市電子全部,上市光電",數位相機/光學鏡頭大廠
3021,鴻名,9.40,"上市電子全部,上市電子零組件",提供3C產品線材、連接器及電子元件廠商
3022,威強電,17.66,"上市電子全部,上市電腦及週邊設備",台灣知名工業電腦廠商
3023,信邦,23.29,"上市電子全部,上市電子零組件",為周邊線材、零件整合、組裝之設計製造整合服務供應商
3024,憶聲,27.72,"上市電子全部,上市光電",經營歌林品牌家電、轉投資「倍適得BEST」家電通路品牌
3025,星通,7.09,"上市電子全部,上市通信網路",台灣電信局端設備製造商
3026,禾伸堂,15.80,"上市電子全部,上市電子零組件",台灣MLCC大廠之一，並轉型為IC零組件通路商
3027,盛達,9.89,"上市電子全部,上市通信網路",以通訊設備和電源管理產品為主的供應商
3028,增你強,21.38,"上市電子全部,上市電子通路",台灣半導體元件代理通路商
3029,零壹,12.63,"上市電子全部,上市資訊服務",台灣最大的加值型網路代理商
3030,德律,23.62,"上市電子全部,上市其他電子",全球前五大電路板組裝測試設備商
3031,佰鴻,18.17,"上市電子全部,上市光電",台灣LED封裝暨紅外線傳輸模組廠商
3032,偉訓,11.33,"上市電子全部,上市電子零組件",台灣PC電源供應器及機殼製造廠，並跨入電競和LED照明領域
3033,威健,36.78,"上市電子全部,上市電子通路",從事電子零組件與周邊設備之代理經銷商
3034,聯詠,60.85,"上市電子全部,上市半導體",全球最大LCD驅動IC設計廠商
3035,智原,24.86,"上市電子全部,上市半導體",聯電體系的ASIC及設計IP廠，並為台灣最大USB IP廠
3036,文曄,79.13,"上市電子全部,上市電子通路",台灣前三大半導體IC通路商
3037,欣興,150.47,"上市電子全部,上市電子零組件",全球印刷電路板龍頭廠之一
3038,全台,16.24,"上市電子全部,上市光電",台灣中小尺寸面板模組廠
3040,遠見,6.30,上市其他,轉型為品牌授權、孵化創業投資、租賃及加值型服務為主
3041,揚智,19.39,"上市電子全部,上市半導體",專注於數位機上盒系統單晶片開發的領導廠商
3042,晶技,30.98,"上市電子全部,上市電子零組件",台灣最大石英元件、頻率控制元件廠商
3043,科風,19.49,"上市電子全部,上市其他電子",為保護電力產品及太陽能產品知名品牌廠商
3044,健鼎,52.56,"上市電子全部,上市電子零組件",全球前十大印刷電路板廠之一
3045,台灣大,351.24,"上市電子全部,上市通信網路",台灣前三大電信業者之一
3046,建碁,7.14,"上市電子全部,上市電腦及週邊設備",緯創轉投資數位看板廠
3047,訊舟,18.95,"上市電子全部,上市通信網路",兼營品牌(EDIMAX)與代工的網通設備廠
3048,益登,22.26,"上市電子全部,上市電子通路",台灣電子零組件代理商
3049,和鑫,80.69,"上市電子全部,上市光電",彩晶轉投資，為觸控感測器製造商
3050,鈺德,14.60,"上市電子全部,上市光電",錸德集團旗下台灣第一大預錄碟片大廠
3051,力特,32.53,"上市電子全部,上市光電",全球前十大偏光板供應商之一
3052,夆典,22.87,上市建材營造,提供工程整合服務之廠商
3054,立萬利,8.34,"上市電子全部,上市半導體",為記憶體模組廠，並跨足保健食品領域
3055,蔚華科,10.24,"上市電子全部,上市電子通路",主要代理半導體設備及消費品相關
3056,總太,21.21,上市建材營造,推案集中於中部地區之建商
3057,喬鼎,8.93,"上市電子全部,上市電腦及週邊設備",全球前十大RAID控制器及儲存解決方案供應商
3058,立德,16.19,"上市電子全部,上市電子零組件",以消費性網通應用為主的電源供應器廠
3059,華晶科,27.94,"上市電子全部,上市光電",數位影像解決方案供應商
3060,銘異,13.76,"上市電子全部,上市電腦及週邊設備",台灣最大硬碟零組件製造商，客戶涵蓋全球前兩大硬碟廠
3062,建漢,32.86,"上市電子全部,上市通信網路",鴻海投資的無線與寬頻網路設備製造商
3064,泰偉,2.67,上櫃文化創意,大型電玩機台遊戲開發商
3066,李洲,8.31,"上櫃電子全部,上櫃光電",台灣利基型LED封裝廠
3067,全域,2.90,"上櫃電子全部,上櫃其他電子",以Phonic為品牌行銷全球之專業音響廠商
3071,協禧,11.00,"上櫃電子全部,上櫃電腦及週邊設備",生產NB用散熱風扇及模組廠
3073,天方能源,1.71,"上櫃電子全部,上櫃半導體",轉型太陽能電廠經營
3078,僑威,22.74,"上櫃電子全部,上櫃電子零組件",全球clone市場上最大電源供應器製造商
3081,聯亞,9.14,"上櫃電子全部,上櫃通信網路",生產砷化鎵與磷化銦為基板的磊晶廠
3083,網龍,8.61,上櫃文化創意,智冠旗下線上遊戲開發商
3085,新零售,4.80,上櫃電子商務,為台灣第一家原生品牌電商公司
3086,華義,1.94,上櫃文化創意,台灣主要遊戲軟體業者
3088,艾訊,8.39,"上櫃電子全部,上櫃電腦及週邊設備",研華旗下工業電腦廠
3090,日電貿,17.87,"上市電子全部,上市電子零組件",全球各大品牌之被動元件代理商
3092,鴻碩,8.99,"上市電子全部,上市電子零組件",全球最大監視器用連接線供應商
3093,港建,3.63,"上櫃電子全部,上櫃其他電子",PCB、IC封裝及CD-R/DVD製程設備廠
3094,聯傑,8.46,"上市電子全部,上市半導體",聯電旗下嵌入式乙太網路IC設計廠商
3095,及成,10.93,"上櫃電子全部,上櫃通信網路",台灣鋁合金沖壓零件廠
3105,穩懋,42.40,"上櫃電子全部,上櫃半導體",全球最大砷化鎵晶圓代工廠
3114,好德,5.91,"上櫃電子全部,上櫃電子零組件",台灣電子零件通路商
3115,寶島極,4.37,"上櫃電子全部,上櫃電子零組件",從事磷銅球與電子零組件代理業務
3118,進階,3.25,上櫃生技醫療,台灣具規模的生醫實驗室儀器耗材通路商
3122,笙泉,3.83,"上櫃電子全部,上櫃半導體",提供有關MCU軟硬體全方位服務的廠商
3128,昇銳,4.20,"上櫃電子全部,上櫃光電",為監視系統領域之專業安全監控廠
3130,一零四,3.32,"上市電子全部,上市資訊服務",台灣人力資源網站第一品牌
3131,弘塑,2.92,"上櫃電子全部,上櫃其他電子",酸槽設備在台市占率第一名
3138,耀登,4.66,"上市電子全部,上市通信網路",台灣天線製造、儀器設備代理廠商
3141,晶宏,6.55,"上櫃電子全部,上櫃半導體",元太轉投資STN驅動IC廠
3144,新揚科,10.06,"上櫃電子全部,上櫃電子零組件",日本有澤(Arisawa)轉投資FCCL廠
3147,大綜,3.40,"上櫃電子全部,上櫃資訊服務",電腦軟硬體設備代理銷售及系統整合商
3149,正達,20.64,"上市電子全部,上市光電",鴻海集團旗下之玻璃加工龍頭廠商
3152,璟德,6.90,"上櫃電子全部,上櫃通信網路",台灣最大LTCC廠
3162,精確,12.65,上櫃電機機械,台灣鋁合金鍛造廠，以供應自行車零組件為主之廠商
3163,波若威,7.53,"上櫃電子全部,上櫃通信網路",台灣最大光纖被動元件代工廠
3164,景岳,8.63,"上市化學生技醫療,上市生技醫療",亞洲第一家益生菌原料藥GMP廠
3167,大量,8.01,上市電機機械,全球PCB成型機龍頭廠
3169,亞信,6.22,"上櫃電子全部,上櫃半導體",台灣乙太網路控制晶片廠
3171,新洲,6.67,上櫃貿易百貨,炎洲集團旗下的包材企業
3176,基亞,13.93,上櫃生技醫療,全球肝癌新藥領導廠，亦為亞洲唯一產銷HLA試劑的公司
3178,公準,4.51,上櫃電機機械,台灣供應半導體產業工、模、夾治具之專業設計加工廠商
3188,鑫龍騰,12.03,上櫃建材營造,轉型為不動產開發銷售業者
3189,景碩,45.08,"上市電子全部,上市半導體",全球第二大的FC CSP載板廠
3191,和進,5.72,"上櫃電子全部,上櫃電子零組件",變壓器線架專業生產商
3202,樺晟,11.72,"上櫃電子全部,上櫃電子零組件",台灣極細同軸線龍頭
3205,佰研,3.28,上櫃生技醫療,透過克緹直銷有機食品及保健食品
3206,志豐,5.39,"上櫃電子全部,上櫃電子零組件",耳機與蜂鳴器等電聲元件廠
3207,耀勝,4.38,"上櫃電子全部,上櫃電子零組件",變壓器及電感線圈製造生產商
3209,全科,18.92,"上市電子全部,上市電子通路",為專業通訊元件設計及通路商
3211,順達,14.75,"上櫃電子全部,上櫃電腦及週邊設備",全球第四大筆記型電腦電池組裝廠
3213,茂訊,5.87,"上櫃電子全部,上櫃電腦及週邊設備",全台最大NB通路與強固型NB生產商
