代碼,商品,股本,產業,產業地位
4564,元翎,18.28,上市電機機械,全球前二大迷你高壓氣體鋼瓶製造廠
4566,時碩工業,7.18,上市電機機械,台灣精密金屬零件加工廠商
4568,科際精密,3.04,上櫃電機機械,專業微型泵浦生產廠商
4571,鈞興-KY,4.84,上市電機機械,專業生產客製化齒輪廠商
4572,駐龍,3.58,上市電機機械,鋁合金全製程的飛機結構與引擎組件製造廠
4576,大銀微系統,11.86,上市電機機械,為全球最大之半導體?米級?密定位系統製造商
4580,捷流閥業,3.91,上櫃電機機械,專業閥門製造商
4581,光隆精密-KY,3.39,上市汽車,台灣商用車零組件鑄件公司
4609,唐鋒,4.79,上櫃電器電纜,以外銷小家電產品為主的廠商
4702,中美實,7.23,上櫃化工,台灣最大分散性化學染料製造商並跨足汽車貿易業
4706,大恭,7.90,上櫃化工,台灣最大合成顏料製造商
4707,磐亞,30.23,上櫃化工,台灣主要從事生產界面活性劑廠商
4711,永純,6.11,上櫃化工,台灣生產酸醇樹脂製造廠商
4712,南璋,7.37,上櫃食品,跨足水產養殖生技事業
4714,永捷,11.64,上櫃化工,台灣PU樹脂大廠
4716,大立,7.52,上櫃化工,台灣主要從事生產合成樹脂廠商
4720,德淵,9.34,"上市化學生技醫療,上市化工",台灣最大熱溶膠供應商
4721,美琪瑪,7.50,上櫃化工,全球最大PTA氧化觸媒供應商，也生產正極材料
4722,國精化,10.00,"上市化學生技醫療,上市化工",台灣不飽和聚酯樹脂大廠
4726,永昕,15.33,上櫃生技醫療,晟德旗下CDMO廠
4728,雙美,5.45,上櫃生技醫療,全球唯一以豬體皮為原料的膠原蛋白廠
4729,熒茂,10.22,"上櫃電子全部,上櫃光電",強茂轉投資之觸控面板廠
4735,豪展,3.78,上櫃生技醫療,全球前三大紅外線額耳溫槍生產商
4736,泰博,9.22,上櫃生技醫療,亞洲唯一擁有HCT(血球容積)變化檢測技術的廠商
4737,華廣,6.22,"上市化學生技醫療,上市生技醫療",以Bionime為自有品牌生產居家醫療用血糖機及測試片廠商
4739,康普,10.30,"上市化學生技醫療,上市化工",台灣特用化學材、電池材料、PTA氧化觸媒大廠
4741,泓瀚,3.28,上櫃化工,台灣最大噴墨打印墨水研發與製造公司
4743,合一,38.09,上櫃生技醫療,中天轉投資的植物新藥開發公司
4744,皇將,4.72,上櫃生技醫療,台灣製藥設備廠
4745,合富-KY,7.74,上櫃生技醫療,大陸最大台資醫療通路集團
4746,台耀,10.84,"上市化學生技醫療,上市生技醫療",全球前三大維他命D衍生物製造商
4747,強生,3.00,上櫃生技醫療,台灣中小型利基型學名藥廠
4754,國碳科,2.16,上櫃化工,台灣防火材料研發及生產廠商
4755,三福化,10.07,"上市化學生技醫療,上市化工",台灣食品添加劑、電子化材大廠
4760,勤凱,3.21,"上櫃電子全部,上櫃其他電子",台灣被動元件導電漿及厚膜導體材料大廠
4763,材料-KY,5.86,"上市化學生技醫療,上市化工",全球第五大醋酸纖維絲束大廠
4764,雙鍵,7.54,"上市化學生技醫療,上市化工",全球第三大光固化起始劑生產商
4766,南寶,12.06,"上市化學生技醫療,上市化工",台灣接著劑材料大廠
4767,誠泰科技,3.14,上櫃化工,自動化設備用熱熔膠製造商
4803,VHQ-KY,5.91,上櫃文化創意,新加坡廣告及電影後製公司
4804,大略-KY,4.53,上櫃觀光,大陸知名整合婚禮服務業者，主要品牌是維多利亞婚宴會所
4806,昇華,4.52,上櫃文化創意,台灣第一家掛牌電視劇製作公司
4807,日成-KY,3.84,上市貿易百貨,泰國前三大珠寶ODM 及OEM廠商
4903,聯光通,9.03,"上櫃電子全部,上櫃通信網路",承包光通訊工程及光纖光纜製造業務
4904,遠傳,325.85,"上市電子全部,上市通信網路",台灣前三大電信業者之一
4905,台聯電,3.26,"上櫃電子全部,上櫃通信網路",主產品為數據機、XDSL等網通設備廠
4906,正文,36.29,"上市電子全部,上市通信網路",台灣無線區域網路代工大廠
4907,富宇,11.81,上櫃建材營造,富宇建設集團成員之一，主要從事大台中地區建築開發
4908,前鼎,7.82,"上櫃電子全部,上櫃通信網路",台灣首家光收發模組封裝及製造廠
4909,新復興,9.34,"上櫃電子全部,上櫃通信網路",全球最大LNB用板製造商
4911,德英,5.57,上櫃生技醫療,抗癌植物新藥研發公司
4912,聯德控股-KY,5.44,"上市電子全部,上市電子零組件",主要從事消費性電子零件的模組沖壓廠
4915,致伸,45.15,"上市電子全部,上市電子零組件",台灣電腦及手機週邊製造大廠，並跨入音響製造領域
4916,事欣科,8.35,"上市電子全部,上市電腦及週邊設備",工業電腦及博弈機台組件事業製造廠商
4919,新唐,40.07,"上市電子全部,上市半導體",華邦旗下整合元件製造(IDM)廠，並提供晶圓代工服務
4924,欣厚-KY,3.72,"上櫃電子全部,上櫃電腦及週邊設備",首家來台掛牌的馬來西亞模具沖壓廠
4927,泰鼎-KY,18.99,"上市電子全部,上市電子零組件",泰國第二大印刷電路板廠
4930,燦星網,13.43,上市電器電纜,由燦坤集團分割之小家電製造業
4931,新盛力,6.36,"上櫃電子全部,上櫃電腦及週邊設備",台灣鋰電池模組之生產商
4933,友輝,7.98,"上櫃電子全部,上櫃光電",新纖轉投資的聚光片廠
4934,太極,20.00,"上市電子全部,上市光電",廣運轉投資之太陽能電池廠
4935,茂林-KY,13.09,"上市電子全部,上市光電",台灣導光板大廠
4938,和碩,267.04,"上市電子全部,上市電腦及週邊設備",全球前五大NB代工廠
4939,亞電,9.82,"上櫃電子全部,上櫃電子零組件",台灣第二大FCCL廠商
4942,嘉彰,14.24,"上市電子全部,上市光電",台灣TFT框架、背板等零組件沖壓廠
4943,康控-KY,15.72,"上市電子全部,上市電子零組件",台灣LCD TV、NB、DC用連接器廠商
4944,兆遠,8.71,"上櫃電子全部,上櫃光電",台灣LED藍寶石基板大廠
4945,陞達科技,3.01,"上櫃電子全部,上櫃半導體",台灣風扇馬達驅動控制IC設計公司
4946,辣椒,1.37,上櫃文化創意,台灣知名休閒遊戲運營商
4950,牧東,4.63,上櫃其他,轉型為廚房用不鏽鋼刀具生產廠商
4952,凌通,10.88,"上市電子全部,上市半導體",凌陽轉投資的消費性IC廠
4953,緯軟,6.69,"上櫃電子全部,上櫃資訊服務",緯創集團旗下專注軟體開發服務的公司
4956,光鋐,10.04,"上市電子全部,上市光電",鴻海集團轉投資的LED磊晶廠
4958,臻鼎-KY,94.70,"上市電子全部,上市電子零組件",鴻海轉投資的全球第一大PCB廠
4960,誠美材,66.57,"上市電子全部,上市光電",台灣第二大偏光板供應商
4961,天鈺,16.66,"上市電子全部,上市半導體",鴻海旗下顯示器驅動IC設計廠
4966,譜瑞-KY,8.09,"上櫃電子全部,上櫃半導體",專攻高速訊號傳輸介面及顯示晶片廠商
4967,十銓,8.75,"上市電子全部,上市半導體",全球知名DRAM模組廠
4968,立積,6.32,"上市電子全部,上市半導體",台灣採用矽及砷化鎵技術的RF射頻前端IC廠
4971,IET-KY,3.65,"上櫃電子全部,上櫃半導體",以MBE技術製造III-V族磊晶廠
4972,湯石照明,4.00,"上櫃電子全部,上櫃光電",以自有品牌行銷歐美之LED燈具商
4973,廣穎,6.35,"上櫃電子全部,上櫃半導體",兆豐及矽創轉投資之記憶體產品廠
4974,亞泰,7.25,"上櫃電子全部,上櫃電子零組件",全球前三大CIS影像感測器業者之一
4976,佳凌,11.88,"上市電子全部,上市光電",台灣光學鏡片及鏡頭機構組裝供應商
4977,眾達-KY,6.87,"上市電子全部,上市通信網路",光收發模組封裝及代工廠商
4979,華星光,13.29,"上櫃電子全部,上櫃通信網路",台灣光收發模組一貫廠
4987,科誠,2.52,"上櫃電子全部,上櫃電腦及週邊設備",台灣第二大條碼標籤印製機製造商
4989,榮科,15.31,"上市電子全部,上市電子零組件",榮化轉投資的電解銅箔廠
4991,環宇-KY,9.22,"上櫃電子全部,上櫃半導體",全球III-V族專業晶圓代工廠
4994,傳奇,11.06,"上市電子全部,上市資訊服務",台灣具領先地位的MMORPG自製遊戲開發商
4995,晶達,4.18,"上櫃電子全部,上櫃光電",工業用高亮度面板專業廠商
4999,鑫禾,7.44,"上市電子全部,上市電子零組件",全球前三大筆電樞紐製造商
5007,三星,29.49,上市鋼鐵,全球最大鋼鐵螺帽製造商
5009,榮剛,46.67,上櫃鋼鐵,全球前十大合金棒鋼廠
5011,久陽,7.60,上櫃鋼鐵,台鋼集團旗下，台灣大尺寸螺栓製造廠之一
5013,強新,13.34,上櫃鋼鐵,台灣電解拋光管件市佔8成
5014,建錩,16.53,上櫃鋼鐵,不鏽鋼板裁剪及分條加工廠
5015,華祺,6.06,上櫃鋼鐵,全球知名不鏽鋼螺絲製造廠
5016,松和,4.96,上櫃鋼鐵,台灣規模最大鋼線鋼纜廠之一
5102,富強,6.41,上櫃橡膠,台灣最大再生胎製造商
5201,凱衛,3.07,"上櫃電子全部,上櫃資訊服務",以證券金融服務為主的系統整合商
5202,力新,5.91,"上櫃電子全部,上櫃資訊服務",台灣影像處理軟體商
5203,訊連,7.89,"上市電子全部,上市資訊服務",全球知名多媒體影音軟體公司
5205,中茂,0.82,"上櫃電子全部,上櫃其他電子",廢水及廢棄物處理工程商
5206,坤悅,15.59,上櫃建材營造,推案集中於台中地區之建商
5209,新鼎,2.73,"上櫃電子全部,上櫃資訊服務",中鼎旗下石化、煉油廠、交通機電等資訊系統工程SI廠
5210,寶碩,6.22,"上櫃電子全部,上櫃資訊服務",證券金融相關解決方案系統整合廠商
5211,蒙恬,3.20,"上櫃電子全部,上櫃資訊服務",台灣手寫辨識軟、硬體廠商
5212,凌網,3.46,"上櫃電子全部,上櫃資訊服務",以知識管理為主的系統整合廠
5213,亞昕,34.70,上櫃建材營造,推案集中於大台北地區之建商
5215,科嘉-KY,6.43,"上市電子全部,上市電腦及週邊設備",全球第一大NB薄膜觸控開關製造商
5220,萬達光電,3.97,"上櫃電子全部,上櫃光電",台灣觸控面板廠，主要聚焦於軍、工控等市場
5223,安力-KY,4.45,"上櫃電子全部,上櫃電腦及週邊設備",行動裝置散熱及機構件廠商
5225,東科-KY,6.14,"上市電子全部,上市其他電子",全球最大影音揚聲器OEM製造商
5230,雷笛克光學,4.70,"上櫃電子全部,上櫃光電",全球最大LED二次光學透鏡廠
5234,達興材料,10.27,"上市電子全部,上市光電",友達為大股東之光電特用化學材料供應商
5243,乙盛-KY,16.85,"上市電子全部,上市光電",鴻海轉投資的電視機構件模具廠
5245,智晶,4.50,"上櫃電子全部,上櫃光電",PMOLED出貨量居全球第二大
5251,天鉞電,3.58,"上櫃電子全部,上櫃光電",以DIY類無線居家安控產品為主之數位家庭整合系統商
5258,虹堡,8.95,"上市電子全部,上市電腦及週邊設備",台灣POS設備製造商
5263,智崴,5.68,上櫃文化創意,台灣最大體感遊戲設備商
5269,祥碩,6.92,"上市電子全部,上市半導體",華碩旗下高速傳輸介面、資料儲存之控制IC設計廠商
5272,笙科,5.64,"上櫃電子全部,上櫃半導體",台灣專注於無線通訊射頻(RF)晶片廠
5274,信驊,3.43,"上櫃電子全部,上櫃半導體",宏正轉投資之全球前3大雲端伺服器相關晶片供應商
5276,達輝-KY,3.95,上櫃其他,奐鑫集團旗下生產嬰幼兒安全座椅及機車零組件廠
5278,尚凡,1.52,上櫃電子商務,旗下愛情公寓為台灣最大交友社群網站
5281,大峽谷-KY,3.70,"上櫃電子全部,上櫃光電",大陸LED建築景觀照明系統商
5283,禾聯碩,7.30,上市電器電纜,台灣智慧家電廠，經營HERAN品牌
5284,jpp-KY,4.37,上市其他,客製化精密金屬機構件供應商
5285,界霖,9.41,"上市電子全部,上市半導體",台灣功率單體及光電導線架供應商
5287,數字,4.29,上櫃電子商務,電商平台包含寶物、房屋、汽車交易及人力資源
5288,豐祥-KY,6.58,上市電機機械,越南主要汽機車零件供應商之一
5289,宜鼎,8.25,"上櫃電子全部,上櫃電腦及週邊設備",台灣專攻工業用嵌入式儲存裝置供應商
5291,邑昇,3.91,"上櫃電子全部,上櫃電子零組件",台灣印刷電路板與自行車燈具業者
5299,杰力,3.55,"上櫃電子全部,上櫃半導體",華碩轉投資的功率元件設計公司
5301,寶得利,10.46,上櫃觀光,珠寶精品設計與銷售，並經營旅行社
5302,太欣,16.24,"上櫃電子全部,上櫃半導體",台灣第一家IC設計廠商，現專注影像擷取錄影之單晶片開發
5306,桂盟,12.60,上櫃其他,全球最大的自行車鏈條生產商
5309,系統電,15.46,"上櫃電子全部,上櫃電子零組件",電腦週邊及車用電子廠
5310,天剛,6.46,"上櫃電子全部,上櫃資訊服務",金融系統整合廠
5312,寶島科,6.01,上櫃生技醫療,台灣最大眼鏡通路商
5314,世紀,6.00,"上櫃電子全部,上櫃半導體",裕隆旗下的MCU及多媒體通訊IC設計廠商
5315,光聯,10.64,"上櫃電子全部,上櫃光電",各尺寸液晶顯示器模組製造、整合加工與銷售
5321,友銓,3.50,"上櫃電子全部,上櫃電子零組件",台灣印刷電路板與服飾電商業者
5324,士開,13.64,上櫃建材營造,仰德集團旗下之建設、飯店、文創經營廠商
5328,華容,17.27,"上櫃電子全部,上櫃電子零組件",台灣塑膠膜電容器供應商
5340,建榮,19.49,"上櫃電子全部,上櫃電子零組件",台灣電子領域玻纖布製造廠並跨足工業用領域
5344,立衛,7.94,"上櫃電子全部,上櫃半導體",威盛轉投資之邏輯IC及CPU測試廠商
5345,天揚,4.75,上櫃其他,從事各式電源開關、遙控器及鑰匙/門鎖控制系統設計
5347,世界,163.90,"上櫃電子全部,上櫃半導體",台積電轉投資之晶圓代工廠
5348,系通,2.90,"上櫃電子全部,上櫃通信網路",主要生產GPS與微波無線通訊產品
5351,鈺創,26.77,"上櫃電子全部,上櫃半導體",台灣利基型記憶體IC設計廠商
5353,台林,7.50,"上櫃電子全部,上櫃通信網路",有線、無線寬頻網路、工業電腦製造商
5355,佳總,16.61,"上櫃電子全部,上櫃電子零組件",台灣最大LED散熱鋁基板廠
5356,協益,10.30,"上櫃電子全部,上櫃電腦及週邊設備",經營電子零組件與周邊業之廠商
5364,力麗店,2.88,上櫃觀光,轉型為以力麗哲園為品牌之飯店經營業者
5371,中光電,39.10,"上櫃電子全部,上櫃光電",台灣第二大背光模組廠，及全球最大DLP投影機製造商
5381,合正,18.02,"上櫃電子全部,上櫃電子零組件",主要經營鑽孔用潤滑鋁蓋板與多層壓合基板代工業務
5383,金利,7.94,"上櫃電子全部,上櫃其他電子",建德旗下模具沖壓製造商
5386,青雲,2.36,"上櫃電子全部,上櫃電腦及週邊設備",高階伺服器記憶體模組及板卡提供商
5388,中磊,25.18,"上市電子全部,上市通信網路",台灣寬頻及電信設備代工大廠
5392,應華,17.00,"上櫃電子全部,上櫃光電",佳能轉投資之3C電子產品金屬機殼大廠
5398,慕康生醫,5.00,上櫃其他,轉型佈局醫療生技發展，推出保健食品及醫材代理
5403,中菲,6.26,"上櫃電子全部,上櫃資訊服務",金融與物流業系統整合、軟體服務之廠商
5410,國眾,8.77,"上櫃電子全部,上櫃資訊服務",大眾控轉投資系統整合廠
5425,台半,26.51,"上櫃電子全部,上櫃半導體",台灣整流二極體大廠
5426,振發,14.38,"上櫃電子全部,上櫃電腦及週邊設備",視訊解碼器、PC外殼生產商
5432,達威,2.07,"上櫃電子全部,上櫃光電",中小尺寸液晶顯示器模組廠
5434,崇越,18.17,"上市電子全部,上市電子通路",日本信越晶圓產品在台代理商
5438,東友,11.25,"上櫃電子全部,上櫃電腦及週邊設備",為Konica Minolta代工多功能事務機
5439,高技,8.60,"上櫃電子全部,上櫃電子零組件",生產少量多樣高層數利基型PCB為主
5443,均豪,16.51,"上櫃電子全部,上櫃光電",台灣TFT製程及封裝設備供應商
5450,南良,12.24,上櫃其他,主要經營特殊紡織品、高彈性發泡材料及電源供應器
5452,佶優,14.88,"上櫃電子全部,上櫃其他電子",台灣塑化及電子材料通路商
5455,昇益,6.55,上櫃建材營造,轉型為從事建材買賣及不動產開發興建業務
5457,宣德,16.93,"上櫃電子全部,上櫃電子零組件",台灣第三大NB連接器廠
5460,同協,6.12,"上櫃電子全部,上櫃電子零組件",專業的連續沖壓模具及零件大廠
5464,霖宏,7.11,"上櫃電子全部,上櫃電子零組件","LCD TV,印表機等消費性PCB廠"
5465,富驊,16.41,"上櫃電子全部,上櫃電腦及週邊設備",神達轉投資之電子產品金屬沖壓及塑膠射出機殼廠
5468,凱鈺,2.78,"上櫃電子全部,上櫃半導體",鈺創轉投資的LED驅動IC及光通訊IC廠
5469,瀚宇博,52.84,"上市電子全部,上市電子零組件",全球前三大NB板與STB板廠之一
5471,松翰,16.79,"上市電子全部,上市半導體",為語音及多媒體IC設計專業廠商
5474,聰泰,3.37,"上櫃電子全部,上櫃電腦及週邊設備",數位監控、影音串流設備商
5475,德宏,12.71,"上櫃電子全部,上櫃電子零組件",台灣專業電子級玻纖布廠
5478,智冠,12.75,上櫃文化創意,台灣最大遊戲公司，橫跨研發、營運和通路行銷等業務
5481,新華,7.34,上櫃其他,主要經營「芝?街」連鎖美語補習班及國高中補習服務
5483,中美晶,58.62,"上櫃電子全部,上櫃半導體",台灣第二大太陽能長晶廠
5484,慧友,6.81,"上市電子全部,上市光電",台灣DVR領導廠商
5487,通泰,2.39,"上櫃電子全部,上櫃半導體",老牌消費性IC設計廠商
5488,松普,9.16,"上櫃電子全部,上櫃電子零組件",以製造網路線為主的線材廠
5489,彩富,10.27,"上櫃電子全部,上櫃其他電子",台灣網路視訊安全監控系統專業代工廠
5490,同亨,9.63,"上櫃電子全部,上櫃電腦及週邊設備",全球知名POS刷卡機DMS廠
5493,三聯,4.16,"上櫃電子全部,上櫃其他電子",感測、監測系統整合服務商
5498,凱崴,16.93,"上櫃電子全部,上櫃電子零組件",台灣PCB鑽頭製造商
5508,永信建,21.74,上櫃建材營造,高雄建商，以成屋銷售為主
5511,德昌,11.34,上櫃建材營造,商辦大樓、高科技廠房及公共工程等為營業項目之營造商
5512,力麒,74.40,上櫃建材營造,推案集中於台北市精華地段之建商
5514,三豐,19.43,上櫃建材營造,以都市更新為主之建商
5515,建國,25.74,上市建材營造,建築統包工程服務商
5516,雙喜,3.83,上櫃建材營造,承攬各項公共、建築及土木工程之營造廠
5519,隆大,21.92,上市建材營造,綜合營造及住宅大樓開發商
5520,力泰,6.03,上櫃建材營造,台灣預拌混凝土製造加工廠
5521,工信,44.75,上市建材營造,台灣前十大營造廠
5522,遠雄,78.16,上市建材營造,以營建地產、休閒娛樂為核心的企業集團
5523,豐謙,15.50,上櫃建材營造,嘉義地區建商
5525,順天,26.46,上市建材營造,台中地區建商
5529,志嘉,12.41,上櫃建材營造,推案集中於新竹地區之建商
5530,龍巖,42.01,上櫃其他,台灣殯葬產業龍頭
5531,鄉林,97.76,上市建材營造,推案以中部地區為主之建商，並跨足觀光旅館經營
5533,皇鼎,28.52,上市建材營造,主要於大台北地區推案的建商
5534,長虹,29.03,上市建材營造,以廠辦及住宅開發案為主之建商
5536,聖暉,5.72,"上櫃電子全部,上櫃其他電子",以無塵室工程為主，並跨足機電系統整合服務廠商
5538,東明-KY,16.80,上市鋼鐵,大陸不鏽鋼緊固件龍頭大廠
5543,桓鼎-KY,3.57,上櫃建材營造,大陸最大金屬建材廠
5546,永固-KY,8.23,上市建材營造,大陸重慶地區預拌混凝土領導廠商
5601,台聯櫃,6.48,上櫃航運業,台灣經營貨櫃集散站之業者
5603,陸海,7.83,上櫃航運業,從事內陸貨櫃運輸、裝卸及重機件運輸、吊裝業務之業者
5604,中連貨,10.88,上櫃其他,轉型為從事工業用不動產租賃
5607,遠雄港,23.00,上市航運業,轉型控股公司並經營海、陸、空聯運之自由貿易港區
5608,四維航,27.93,上市航運業,以輕型散裝船為主的散裝航運業者
5609,中菲行,12.60,上櫃航運業,台灣空運及海運貨運承攬商
5701,劍湖山,25.38,上櫃觀光,台灣中部地區遊樂園、百貨及飯店業者
5703,亞都,7.02,上櫃觀光,麗緻集團旗下位於台北中山區之5星級飯店
5704,老爺知,3.89,上櫃觀光,老爺酒店集團旗下，位於台東知本之溫泉飯店
5706,鳳凰,6.71,上市觀光,台灣首家上市旅行社，提供國內外全方位旅遊產品
5820,日盛金,377.25,上櫃金融,大股東為日本新生銀行及港商建群集團之金控，以證券為主體
5864,致和證,25.17,上櫃金融,全台分點逾十家之小型券商
5871,中租-KY,138.13,上市其他,台灣租賃業龍頭公司
5876,上海商銀,448.16,上市金融保險,唯一自大陸遷台復業的民營銀行
5878,台名,2.50,上櫃金融,台灣前三大之保險經紀公司
5880,合庫金,1333.42,上市金融保險,具有國營背景的金控公司，金融資產規模排名前六大
5902,德記,9.45,上櫃貿易百貨,統一集團旗下貿易商，旗下自有品牌為「開喜」系列茶飲
5903,全家,22.32,上櫃貿易百貨,台灣第二大連鎖便利商店
5904,寶雅,9.77,上櫃貿易百貨,台灣二線城市最大美妝及生活用品百貨
5905,南仁湖,18.98,上櫃貿易百貨,高速公路休息站及海生館、小墾丁渡假村之經營業者
5906,台南-KY,3.00,上市貿易百貨,代理FILA品牌
5907,大洋-KY,19.55,上市貿易百貨,益航轉投資在大陸從事百貨零售之台商企業
6005,群益證,217.09,上市金融保險,台灣證券經紀市佔排名前五大之獨立券商
6015,宏遠證,33.08,上櫃金融,三商壽轉投資的小型券商
6016,康和證,59.45,上櫃金融,台灣綜合型證券商，其中期貨業務市占排名前七大
6020,大展證,25.24,上櫃金融,以大台北地區為營運的區域型券商，經紀業務排名第56名
6021,大慶證,30.99,上櫃金融,主要股東為大慶建設之小型券商
6023,元大期,29.00,上櫃金融,台灣最大期貨商，市占率逾2成，屬元大集團
6024,群益期,21.04,上市金融保險,群益金融集團旗下的期貨公司，台灣市場排名前四大
6026,福邦證,28.42,上櫃金融,台灣小型綜合證券業務商，經紀業務排名第67名
6101,寬魚國際,11.64,上櫃文化創意,從事流行音樂商演、活動賽事舉辦等業務
6103,合邦,8.94,"上櫃電子全部,上櫃半導體",全球最大的CD Discman IC供應商
6104,創惟,9.03,"上櫃電子全部,上櫃半導體",儲存設備USB控制晶片設計專業大廠
6108,競國,15.99,"上市電子全部,上市電子零組件",台灣CMOS sensor載板最大供應廠
6109,亞元,5.94,"上櫃電子全部,上櫃通信網路",應用以可攜式電子產品為主之電源供應器廠
6111,大宇資,6.31,上櫃文化創意,台灣以自有品牌自創產品之線上遊戲開發商
6112,聚碩,18.84,"上市電子全部,上市資訊服務",資訊應用軟硬體服務供應中介之加值型通路商
6113,亞矽,5.00,"上櫃電子全部,上櫃電子通路",歐美半導體零件的專業代理商
6114,久威,4.39,"上櫃電子全部,上櫃電子零組件",由PCB製造商轉型為電子材料代理及成品加工業務
6115,鎰勝,18.77,"上市電子全部,上市電子零組件",全球IT產品電源線材大廠
6116,彩晶,317.72,"上市電子全部,上市光電",台灣中小尺寸面板供應商，及觸控面板廠商
6117,迎廣,8.87,"上市電子全部,上市電腦及週邊設備",PC、伺服器、電源供應器機殼廠
6118,建達,9.09,"上櫃電子全部,上櫃電子通路",代理IT相關產品及消費電子產品之通路商
6120,達運,66.56,"上市電子全部,上市光電",友達旗下背光模組零組件供應商
6121,新普,18.50,"上櫃電子全部,上櫃電腦及週邊設備",全球最大NB電池模組廠之一
6122,擎邦,7.08,上櫃電機機械,整廠工程之承攬、規劃、設計、施工服務廠商
6123,上奇,5.90,"上櫃電子全部,上櫃電腦及週邊設備",電腦軟硬體、OA產品及耗材代理商
6124,業強,18.25,"上櫃電子全部,上櫃電子零組件",台灣最大熱導管供應商
6125,廣運,24.90,"上櫃電子全部,上櫃光電",經營自動化物流系統及太陽能電池等業務
6126,信音,12.68,"上櫃電子全部,上櫃電子零組件",NB電源插頭及手持式裝置連接器廠
6127,九豪,10.81,"上櫃電子全部,上櫃電子零組件",全球晶片電阻陶瓷基板製造大廠
6128,上福,12.76,"上市電子全部,上市電腦及週邊設備",台灣唯一具備雷射印表機之碳粉匣及OPC感光鼓齒輪研發設計廠
6129,普誠,18.09,"上櫃電子全部,上櫃半導體",台灣消費性IC設計廠商，及車用IC設計公司
6130,星寶國際,2.95,上櫃生技醫療,從事醫美事業的醫藥採購及管理顧問
6133,金橋,11.70,"上市電子全部,上市電子零組件",經營電腦週邊及高頻通訊為主的連接線廠
6134,萬旭,7.26,"上櫃電子全部,上櫃電子零組件",主要經營極細銅軸線、天線、信號線等線材業者
6136,富爾特,11.55,"上市電子全部,上市通信網路",行動通訊加值及電影訂票、訂房網站服務商
6138,茂達,7.38,"上櫃電子全部,上櫃半導體",以主機板客戶為主的電源管理IC大廠
6139,亞翔,22.55,"上市電子全部,上市其他電子",台灣無塵室及機電系統整合服務等製造商
6140,訊達,3.84,"上櫃電子全部,上櫃資訊服務",以金融、資訊、媒體、半導體產業為主的系統整合商
6141,柏承,12.89,"上市電子全部,上市電子零組件",少量多樣的利基型PCB廠
6142,友勁,33.08,"上市電子全部,上市通信網路",友訊轉投資無線網路與寬頻產品製造商
6143,振曜,8.30,"上櫃電子全部,上櫃通信網路",台灣網路設備與電子書組裝廠
6144,得利影,3.83,上櫃文化創意,代理美商八大片商及獨立片商DVD及BD在台發行之公司
6146,耕興,9.24,"上櫃電子全部,上櫃其他電子",國內最具規模之手機EMC/Safety專業認證實驗室
6147,頎邦,67.15,"上櫃電子全部,上櫃半導體",全球最大LCD驅動IC封裝及金凸塊供應商
6148,驊宏資,4.70,"上櫃電子全部,上櫃資訊服務",金融及公共事業SI廠
6150,撼訊,4.49,"上櫃電子全部,上櫃電腦及週邊設備",以Power Color品牌行銷全球之第三大繪圖卡供應商
6151,晉倫,5.53,"上櫃電子全部,上櫃其他電子",台灣汽車複合材料供應商
6152,百一,16.77,"上市電子全部,上市通信網路",STB、LNB、LTE的ODM大廠
6153,嘉聯益,55.62,"上市電子全部,上市電子零組件",台灣前三大軟板廠之一
6154,順發,8.01,"上櫃電子全部,上櫃電子通路",台灣知名3C通路零售商
6155,鈞寶,8.68,"上市電子全部,上市電子零組件",台灣電感及電磁波干擾對策之專業廠商
6156,松上,8.05,"上櫃電子全部,上櫃電子零組件",印刷電路板和磁性元件製造商
6158,禾昌,5.37,"上櫃電子全部,上櫃電子零組件",3C、PC、NB用連接器、連接線材生產廠
6160,欣技,6.85,"上櫃電子全部,上櫃電腦及週邊設備",專攻自動辨識系統的IPC廠
6161,捷波,7.50,"上櫃電子全部,上櫃電腦及週邊設備",台灣二線主機板廠
6163,華電網,12.29,"上櫃電子全部,上櫃通信網路",電信系統整合大廠，並跨足智慧城控與交通機電業務
6164,華興,10.00,"上市電子全部,上市光電",台灣LED照明元件及模組廠
6165,浪凡,5.32,上市其他,轉型為直播平台服務商，旗下擁有「浪LIVE」平台
6166,凌華,21.75,"上市電子全部,上市電腦及週邊設備",台灣前三大工業電腦廠
6167,久正,16.22,"上櫃電子全部,上櫃光電",中小尺寸TN/STN面板模組廠
6168,宏齊,20.61,"上市電子全部,上市光電",專為Avago及Osram代工之LED封裝廠
6169,昱泉,2.34,上櫃文化創意,台灣線上、手機遊戲研發及代理商
6170,統振,8.97,"上櫃電子全部,上櫃通信網路",台灣從事電信、數據預付卡業務之廠商
6171,亞銳士,7.54,上櫃建材營造,大城建設入主，轉型為營建業
6172,互億,3.00,"上市電子全部,上市電腦及週邊設備",無線通訊模組、多媒體產品製造商
6173,信昌電,17.20,"上櫃電子全部,上櫃電子零組件",華新科旗下MLCC及瓷粉原料供應商
6174,安碁,5.00,"上櫃電子全部,上櫃電子零組件",台灣三大石英元件廠之一
6175,立敦,14.21,"上櫃電子全部,上櫃電子零組件",台灣鋁質電解電容之上游鋁箔製造商
6176,瑞儀,46.50,"上市電子全部,上市光電",全球最大背光模組(BLU)廠
6177,達麗,38.03,上市建材營造,推案集中於林口、竹北、高雄等地，近年業務拓展至美國西雅圖
6179,亞通,7.41,上櫃其他,轉型為電廠工程業務，工程集中在菲律賓
